row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
25_10,3,10,10,14,21,28,86,31,25,31,11,24,7,0,4,7,7
26_1,3,4,12,17,16,29,81,32,26,20,12,29,1,8,5,-1,13
26_2,4,7,16,19,21,31,98,35,27,28,14,35,3,9,3,2,10
26_3,7,13,19,23,27,31,120,38,24,40,14,42,6,6,4,4,4
26_4,5,9,14,20,24,29,101,34,24,33,15,34,4,5,6,4,5
26_5,5,9,14,19,23,28,98,33,23,32,14,33,4,5,5,4,5
26_6,1,4,13,18,23,30,89,31,29,27,19,31,3,9,5,5,7
26_7,3,4,14,16,22,28,87,31,25,26,18,30,1,10,2,6,6
26_8,3,5,9,15,22,30,84,33,27,27,17,24,2,4,6,7,8
26_9,4,7,9,14,20,28,82,32,24,27,13,23,3,2,5,6,8
26_10,4,7,12,16,23,30,92,34,26,30,16,28,3,5,4,7,7
27_1,4,9,13,17,19,28,90,32,24,28,10,30,5,4,4,2,9
27_2,4,9,18,21,24,31,107,35,27,33,15,39,5,9,3,3,7
27_3,6,10,18,23,26,30,113,36,24,36,16,41,4,8,5,3,4
27_4,4,8,13,18,23,29,95,33,25,31,15,31,4,5,5,5,6
27_5,4,9,14,18,23,29,97,33,25,32,14,32,5,5,4,5,6
27_6,2,7,16,21,24,28,98,30,26,31,17,37,5,9,5,3,4
27_7,1,4,12,18,21,31,87,32,30,25,17,30,3,8,6,3,10
27_8,1,4,11,16,21,32,85,33,31,25,17,27,3,7,5,5,11
27_9,3,9,12,18,20,31,93,34,28,29,11,30,6,3,6,2,11
27_10,3,9,11,16,22,29,90,32,26,31,13,27,6,2,5,6,7
28_1,4,4,11,18,20,27,84,31,23,24,16,29,0,7,7,2,7
28_2,3,7,14,21,23,29,97,32,26,30,16,35,4,7,7,2,6
28_3,4,9,16,22,27,31,109,35,27,36,18,38,5,7,6,5,4
28_4,3,6,11,17,22,29,88,32,26,28,16,28,3,5,6,5,7
28_5,4,9,13,19,24,29,98,33,25,33,15,32,5,4,6,5,5
28_6,5,7,11,18,22,29,92,34,24,29,15,29,2,4,7,4,7
28_7,4,7,11,17,20,27,86,31,23,27,13,28,3,4,6,3,7
28_8,5,8,11,17,21,26,88,31,21,29,13,28,3,3,6,4,5
28_9,3,6,9,15,18,27,78,30,24,24,12,24,3,3,6,3,9
28_10,3,9,12,18,23,29,94,32,26,32,14,30,6,3,6,5,6
29_1,6,7,13,18,22,30,96,36,24,29,15,31,1,6,5,4,8
29_2,4,7,15,17,23,32,98,36,28,30,16,32,3,8,2,6,9
29_3,4,9,17,22,27,30,109,34,26,36,18,39,5,8,5,5,3
29_4,4,7,13,18,23,29,94,33,25,30,16,31,3,6,5,5,6
29_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
29_6,4,6,12,16,20,24,82,28,20,26,14,28,2,6,4,4,4
29_7,2,3,8,11,16,23,63,25,21,19,13,19,1,5,3,5,7
29_8,2,3,7,11,19,25,67,27,23,22,16,18,1,4,4,8,6
29_9,2,3,8,11,17,25,66,27,23,20,14,19,1,5,3,6,8
29_10,4,9,12,16,23,28,92,32,24,32,14,28,5,3,4,7,5
30_1,4,5,11,13,15,30,78,34,26,20,10,24,1,6,2,2,15
30_2,3,7,18,20,23,31,102,34,28,30,16,38,4,11,2,3,8
30_3,4,11,17,21,26,30,109,34,26,37,15,38,7,6,4,5,4
30_4,3,8,13,19,24,29,96,32,26,32,16,32,5,5,6,5,5
30_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
30_6,2,4,11,15,23,30,85,32,28,27,19,26,2,7,4,8,7
30_7,1,4,10,13,19,28,75,29,27,23,15,23,3,6,3,6,9
30_8,2,6,11,14,23,30,86,32,28,29,17,25,4,5,3,9,7
30_9,5,9,13,16,21,29,93,34,24,30,12,29,4,4,3,5,8
30_10,4,9,12,15,21,28,89,32,24,30,12,27,5,3,3,6,7
31_1,5,6,9,12,19,28,79,33,23,25,13,21,1,3,3,7,9
31_2,3,7,16,18,23,31,98,34,28,30,16,34,4,9,2,5,8
31_3,4,8,16,21,26,31,106,35,27,34,18,37,4,8,5,5,5
31_4,4,8,13,18,24,30,97,34,26,32,16,31,4,5,5,6,6
31_5,5,9,14,18,24,29,99,34,24,33,15,32,4,5,4,6,5
31_6,2,6,14,20,22,29,93,31,27,28,16,34,4,8,6,2,7
31_7,2,5,12,16,21,28,84,30,26,26,16,28,3,7,4,5,7
31_8,3,6,10,15,21,28,83,31,25,27,15,25,3,4,5,6,7
31_9,4,8,11,14,21,27,85,31,23,29,13,25,4,3,3,7,6
31_10,4,10,12,14,20,26,86,30,22,30,10,26,6,2,2,6,6
32_1,5,6,9,13,17,29,79,34,24,23,11,22,1,3,4,4,12
32_2,4,6,15,18,23,30,96,34,26,29,17,33,2,9,3,5,7
32_3,4,11,17,22,26,30,110,34,26,37,15,39,7,6,5,4,4
32_4,3,7,12,19,23,29,93,32,26,30,16,31,4,5,7,4,6
32_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
32_6,2,6,13,19,23,28,91,30,26,29,17,32,4,7,6,4,5
32_7,2,6,10,13,16,28,75,30,26,22,10,23,4,4,3,3,12
32_8,3,6,9,14,19,28,79,31,25,25,13,23,3,3,5,5,9
32_9,2,7,10,15,21,29,84,31,27,28,14,25,5,3,5,6,8
32_10,2,7,10,15,20,29,83,31,27,27,13,25,5,3,5,5,9
33_1,8,9,12,16,18,26,89,34,18,27,9,28,1,3,4,2,8
33_2,4,8,16,21,23,31,103,35,27,31,15,37,4,8,5,2,8
33_3,5,11,17,22,25,31,111,36,26,36,14,39,6,6,5,3,6
33_4,4,9,14,19,24,30,100,34,26,33,15,33,5,5,5,5,6
33_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
33_6,2,10,14,15,23,28,92,30,26,33,13,29,8,4,1,8,5
33_7,2,6,8,11,21,29,77,31,27,27,15,19,4,2,3,10,8
33_8,2,8,9,13,20,29,81,31,27,28,12,22,6,1,4,7,9
33_9,2,8,8,12,19,29,78,31,27,27,11,20,6,0,4,7,10
33_10,3,10,10,14,22,29,88,32,26,32,12,24,7,0,4,8,7
34_1,5,9,14,20,22,29,99,34,24,31,13,34,4,5,6,2,7
34_2,3,7,15,21,23,31,100,34,28,30,16,36,4,8,6,2,8
34_3,5,9,18,23,26,31,112,36,26,35,17,41,4,9,5,3,5
34_4,5,9,14,19,23,29,99,34,24,32,14,33,4,5,5,4,6
34_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
34_6,2,6,13,19,21,28,89,30,26,27,15,32,4,7,6,2,7
34_7,1,5,8,13,20,26,73,27,25,25,15,21,4,3,5,7,6
34_8,1,4,7,12,22,28,74,29,27,26,18,19,3,3,5,10,6
34_9,1,4,6,12,23,29,75,30,28,27,19,18,3,2,6,11,6
34_10,3,9,10,16,23,29,90,32,26,32,14,26,6,1,6,7,6
35_1,2,6,11,14,19,31,83,33,29,25,13,25,4,5,3,5,12
35_2,2,7,14,17,21,31,92,33,29,28,14,31,5,7,3,4,10
35_3,4,10,16,21,25,31,107,35,27,35,15,37,6,6,5,4,6
35_4,3,8,13,19,23,30,96,33,27,31,15,32,5,5,6,4,7
35_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
35_6,0,4,10,19,21,27,81,27,27,25,17,29,4,6,9,2,6
35_7,0,5,10,15,18,28,76,28,28,23,13,25,5,5,5,3,10
35_8,2,5,9,12,17,30,75,32,28,22,12,21,3,4,3,5,13
35_9,2,6,9,11,18,29,75,31,27,24,12,20,4,3,2,7,11
35_10,4,8,11,14,21,29,87,33,25,29,13,25,4,3,3,7,8
36_1,4,6,9,15,19,28,81,32,24,25,13,24,2,3,6,4,9
36_2,3,6,12,19,24,32,96,35,29,30,18,31,3,6,7,5,8
36_3,3,8,16,22,26,31,106,34,28,34,18,38,5,8,6,4,5
36_4,3,7,12,19,24,29,94,32,26,31,17,31,4,5,7,5,5
36_5,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5
36_6,1,5,12,17,25,30,90,31,29,30,20,29,4,7,5,8,5
36_7,0,4,9,10,17,29,69,29,29,21,13,19,4,5,1,7,12
36_8,2,6,9,12,20,28,77,30,26,26,14,21,4,3,3,8,8
36_9,2,7,9,12,18,29,77,31,27,25,11,21,5,2,3,6,11
36_10,4,9,12,15,20,30,90,34,26,29,11,27,5,3,3,5,10
37_1,2,4,7,10,18,28,69,30,26,22,14,17,2,3,3,8,10
37_2,4,6,14,21,26,33,104,37,29,32,20,35,2,8,7,5,7
37_3,5,10,17,22,25,30,109,35,25,35,15,39,5,7,5,3,5
37_4,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5
37_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
37_6,0,9,12,18,24,31,94,31,31,33,15,30,9,3,6,6,7
37_7,0,5,9,12,21,28,75,28,28,26,16,21,5,4,3,9,7
37_8,1,6,7,12,21,28,75,29,27,27,15,19,5,1,5,9,7
37_9,1,6,8,12,20,27,74,28,26,26,14,20,5,2,4,8,7
37_10,4,8,11,14,20,27,84,31,23,28,12,25,4,3,3,6,7
38_1,6,10,14,21,23,31,105,37,25,33,13,35,4,4,7,2,8
38_2,5,8,17,22,24,32,108,37,27,32,16,39,3,9,5,2,8
38_3,6,10,18,23,27,32,116,38,26,37,17,41,4,8,5,4,5
38_4,5,8,13,19,23,29,97,34,24,31,15,32,3,5,6,4,6
38_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4
38_6,4,8,17,22,26,31,108,35,27,34,18,39,4,9,5,4,5
38_7,2,7,12,16,20,29,86,31,27,27,13,28,5,5,4,4,9
38_8,3,8,13,16,20,30,90,33,27,28,12,29,5,5,3,4,10
38_9,3,8,11,14,19,29,84,32,26,27,11,25,5,3,3,5,10
38_10,3,8,11,16,22,29,89,32,26,30,14,27,5,3,5,6,7
39_1,5,5,12,15,21,29,87,34,24,26,16,27,0,7,3,6,8
39_2,6,6,13,16,22,28,91,34,22,28,16,29,0,7,3,6,6
39_3,4,9,16,23,27,30,109,34,26,36,18,39,5,7,7,4,3
39_4,4,8,12,18,22,29,93,33,25,30,14,30,4,4,6,4,7
39_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4
39_6,1,4,11,15,21,26,78,27,25,25,17,26,3,7,4,6,5
39_7,1,3,11,16,22,30,83,31,29,25,19,27,2,8,5,6,8
39_8,2,6,12,16,22,30,88,32,28,28,16,28,4,6,4,6,8
39_9,2,7,11,16,23,29,88,31,27,30,16,27,5,4,5,7,6
39_10,3,11,13,16,22,29,94,32,26,33,11,29,8,2,3,6,7
40_1,4,8,11,13,16,28,80,32,24,24,8,24,4,3,2,3,12
40_2,5,9,18,21,23,31,107,36,26,32,14,39,4,9,3,2,8
40_3,6,12,19,23,26,30,116,36,24,38,14,42,6,7,4,3,4
40_4,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5
40_5,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4
40_6,1,4,10,16,20,27,78,28,26,24,16,26,3,6,6,4,7
40_7,0,4,11,16,22,27,80,27,27,26,18,27,4,7,5,6,5
40_8,2,6,8,15,22,30,83,32,28,28,16,23,4,2,7,7,8
40_9,2,5,10,14,19,30,80,32,28,24,14,24,3,5,4,5,11
40_10,3,7,15,16,22,30,93,33,27,29,15,31,4,8,1,6,8
41_1,4,6,11,13,18,30,82,34,26,24,12,24,2,5,2,5,12
41_2,6,8,14,17,21,30,96,36,24,29,13,31,2,6,3,4,9
41_3,4,9,17,20,25,30,105,34,26,34,16,37,5,8,3,5,5
41_4,4,8,13,19,23,29,96,33,25,31,15,32,4,5,6,4,6
41_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
41_6,1,6,11,15,24,26,83,27,25,30,18,26,5,5,4,9,2
41_7,2,6,9,13,19,25,74,27,23,25,13,22,4,3,4,6,6
41_8,4,9,10,14,21,27,85,31,23,30,12,24,5,1,4,7,6
41_9,4,9,10,14,21,28,86,32,24,30,12,24,5,1,4,7,7
41_10,4,10,13,17,21,28,93,32,24,31,11,30,6,3,4,4,7
42_1,4,8,14,17,20,30,93,34,26,28,12,31,4,6,3,3,10
42_2,3,7,16,19,24,30,99,33,27,31,17,35,4,9,3,5,6
42_3,5,11,18,22,25,30,111,35,25,36,14,40,6,7,4,3,5
42_4,4,8,13,19,23,30,97,34,26,31,15,32,4,5,6,4,7
42_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
42_6,1,6,14,19,22,29,91,30,28,28,16,33,5,8,5,3,7
42_7,0,5,9,11,15,24,64,24,24,20,10,20,5,4,2,4,9
42_8,1,6,8,11,16,24,66,25,23,22,10,19,5,2,3,5,8
42_9,3,8,11,12,19,28,81,31,25,27,11,23,5,3,1,7,9
42_10,3,9,10,13,21,26,82,29,23,30,12,23,6,1,3,8,5
43_1,3,6,9,13,18,27,76,30,24,24,12,22,3,3,4,5,9
43_2,5,6,13,20,23,29,96,34,24,29,17,33,1,7,7,3,6
43_3,4,8,15,21,25,29,102,33,25,33,17,36,4,7,6,4,4
43_4,4,7,12,17,22,28,90,32,24,29,15,29,3,5,5,5,6
43_5,4,9,14,18,23,29,97,33,25,32,14,32,5,5,4,5,6
43_6,4,7,11,19,26,30,97,34,26,33,19,30,3,4,8,7,4
43_7,3,6,9,15,21,27,81,30,24,27,15,24,3,3,6,6,6
43_8,4,7,10,15,23,28,87,32,24,30,16,25,3,3,5,8,5
43_9,2,7,9,16,22,28,84,30,26,29,15,25,5,2,7,6,6
43_10,2,8,11,16,22,29,88,31,27,30,14,27,6,3,5,6,7
44_1,5,8,13,18,19,30,93,35,25,27,11,31,3,5,5,1,11
44_2,5,8,18,19,21,31,102,36,26,29,13,37,3,10,1,2,10
44_3,6,10,18,22,25,30,111,36,24,35,15,40,4,8,4,3,5
44_4,4,8,13,19,23,29,96,33,25,31,15,32,4,5,6,4,6
44_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
44_6,2,5,16,21,24,28,96,30,26,29,19,37,3,11,5,3,4
44_7,1,6,12,16,22,28,85,29,27,28,16,28,5,6,4,6,6
44_8,2,7,10,14,25,30,88,32,28,32,18,24,5,3,4,11,5
44_9,2,6,10,14,22,28,82,30,26,28,16,24,4,4,4,8,6
44_10,3,9,12,14,20,29,87,32,26,29,11,26,6,3,2,6,9
45_1,7,9,11,20,22,30,99,37,23,31,13,31,2,2,9,2,8
45_2,6,11,17,24,25,31,114,37,25,36,14,41,5,6,7,1,6
45_3,5,11,18,23,27,31,115,36,26,38,16,41,6,7,5,4,4
45_4,5,8,12,18,23,28,94,33,23,31,15,30,3,4,6,5,5
45_5,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4
45_6,2,4,7,16,21,29,79,31,27,25,17,23,2,3,9,5,8
45_7,2,6,9,14,20,27,78,29,25,26,14,23,4,3,5,6,7
45_8,3,5,7,14,21,27,77,30,24,26,16,21,2,2,7,7,6
45_9,4,8,8,12,19,26,77,30,22,27,11,20,4,0,4,7,7
45_10,3,10,11,14,20,27,85,30,24,30,10,25,7,1,3,6,7
46_1,5,6,13,19,23,31,97,36,26,29,17,32,1,7,6,4,8
46_2,4,5,14,18,22,31,94,35,27,27,17,32,1,9,4,4,9
46_3,5,10,17,22,26,29,109,34,24,36,16,39,5,7,5,4,3
46_4,5,8,13,20,24,29,99,34,24,32,16,33,3,5,7,4,5
46_5,5,9,14,20,25,29,102,34,24,34,16,34,4,5,6,5,4
46_6,1,6,13,18,24,29,91,30,28,30,18,31,5,7,5,6,5
46_7,0,3,9,17,23,29,81,29,29,26,20,26,3,6,8,6,6
46_8,1,5,8,15,23,29,81,30,28,28,18,23,4,3,7,8,6
46_9,2,6,9,16,22,27,82,29,25,28,16,25,4,3,7,6,5
46_10,3,10,13,19,23,29,97,32,26,33,13,32,7,3,6,4,6
47_1,5,8,12,18,20,31,94,36,26,28,12,30,3,4,6,2,11
47_2,6,8,15,22,25,33,109,39,27,33,17,37,2,7,7,3,8
47_3,7,10,17,23,27,31,115,38,24,37,17,40,3,7,6,4,4
47_4,5,9,14,19,24,30,101,35,25,33,15,33,4,5,5,5,6
47_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
47_6,0,4,12,20,24,29,89,29,29,28,20,32,4,8,8,4,5
47_7,0,3,6,15,19,30,73,30,30,22,16,21,3,3,9,4,11
47_8,1,5,7,16,21,31,81,32,30,26,16,23,4,2,9,5,10
47_9,2,5,8,14,18,30,77,32,28,23,13,22,3,3,6,4,12
47_10,2,6,12,16,21,28,85,30,26,27,15,28,4,6,4,5,7
48_1,7,7,10,17,20,30,91,37,23,27,13,27,0,3,7,3,10
48_2,6,8,18,20,21,31,104,37,25,29,13,38,2,10,2,1,10
48_3,6,10,17,21,25,31,110,37,25,35,15,38,4,7,4,4,6
48_4,5,8,12,17,21,28,91,33,23,29,13,29,3,4,5,4,7
48_5,5,9,14,19,23,29,99,34,24,32,14,33,4,5,5,4,6
48_6,2,8,15,20,24,29,98,31,27,32,16,35,6,7,5,4,5
48_7,1,6,12,15,23,29,86,30,28,29,17,27,5,6,3,8,6
48_8,3,7,11,16,22,30,89,33,27,29,15,27,4,4,5,6,8
48_9,3,9,13,16,21,30,92,33,27,30,12,29,6,4,3,5,9
48_10,5,10,14,17,23,29,98,34,24,33,13,31,5,4,3,6,6
49_1,6,8,12,14,18,28,86,34,22,26,10,26,2,4,2,4,10
49_2,4,7,13,16,20,29,89,33,25,27,13,29,3,6,3,4,9
49_3,6,11,17,22,26,30,112,36,24,37,15,39,5,6,5,4,4
49_4,4,8,13,19,23,29,96,33,25,31,15,32,4,5,6,4,6
49_5,5,9,14,19,24,29,100,34,24,33,15,33,4,5,5,5,5
49_6,3,8,12,19,22,30,94,33,27,30,14,31,5,4,7,3,8
49_7,1,8,10,14,20,29,82,30,28,28,12,24,7,2,4,6,9
49_8,3,9,10,14,20,29,85,32,26,29,11,24,6,1,4,6,9
49_9,3,9,11,13,20,29,85,32,26,29,11,24,6,2,2,7,9
49_10,3,9,11,16,21,28,88,31,25,30,12,27,6,2,5,5,7
50_1,5,8,11,16,18,27,85,32,22,26,10,27,3,3,5,2,9
50_2,3,7,15,21,23,32,101,35,29,30,16,36,4,8,6,2,9
50_3,5,12,18,22,27,31,115,36,26,39,15,40,7,6,4,5,4
50_4,4,8,14,20,24,30,100,34,26,32,16,34,4,6,6,4,6
50_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5
50_6,2,6,10,17,24,30,89,32,28,30,18,27,4,4,7,7,6
50_7,0,4,6,11,15,29,65,29,29,19,11,17,4,2,5,4,14
50_8,2,4,7,11,17,29,70,31,27,21,13,18,2,3,4,6,12
50_9,2,5,6,10,17,27,67,29,25,22,12,16,3,1,4,7,10
50_10,3,8,9,14,20,28,82,31,25,28,12,23,5,1,5,6,8
