row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56
25_10,3,6,10,14,21,25,79,28,22,27,15,24,3,4,4,7,4
26_1,4,5,10,16,24,30,89,34,26,29,19,26,1,5,6,8,6
26_2,9,14,17,23,29,32,124,41,23,43,15,40,5,3,6,6,3
26_3,7,10,14,18,25,29,103,36,22,35,15,32,3,4,4,7,4
26_4,5,9,13,19,25,29,100,34,24,34,16,32,4,4,6,6,4
26_5,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4
26_6,0,5,8,15,20,27,75,27,27,25,15,23,5,3,7,5,7
26_7,0,6,9,14,21,28,78,28,28,27,15,23,6,3,5,7,7
26_8,0,5,8,13,19,29,74,29,29,24,14,21,5,3,5,6,10
26_9,3,9,10,14,20,28,84,31,25,29,11,24,6,1,4,6,8
26_10,3,9,9,14,20,28,83,31,25,29,11,23,6,0,5,6,8
27_1,3,6,13,18,23,30,93,33,27,29,17,31,3,7,5,5,7
27_2,8,15,20,24,28,31,126,39,23,43,13,44,7,5,4,4,3
27_3,7,11,13,20,25,30,106,37,23,36,14,33,4,2,7,5,5
27_4,5,10,14,19,24,28,100,33,23,34,14,33,5,4,5,5,4
27_5,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4
27_6,1,2,13,16,24,28,84,29,27,26,22,29,1,11,3,8,4
27_7,3,5,10,16,25,29,88,32,26,30,20,26,2,5,6,9,4
27_8,2,5,8,13,20,26,74,28,24,25,15,21,3,3,5,7,6
27_9,3,6,12,15,24,30,90,33,27,30,18,27,3,6,3,9,6
27_10,3,6,10,18,25,29,91,32,26,31,19,28,3,4,8,7,4
28_1,4,8,15,17,25,30,99,34,26,33,17,32,4,7,2,8,5
28_2,9,11,18,22,28,30,118,39,21,39,17,40,2,7,4,6,2
28_3,6,9,12,17,26,29,99,35,23,35,17,29,3,3,5,9,3
28_4,4,8,13,18,25,29,97,33,25,33,17,31,4,5,5,7,4
28_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
28_6,1,4,9,16,20,29,79,30,28,24,16,25,3,5,7,4,9
28_7,1,4,9,14,18,31,77,32,30,22,14,23,3,5,5,4,13
28_8,3,8,11,18,21,29,90,32,26,29,13,29,5,3,7,3,8
28_9,2,8,12,17,23,28,90,30,26,31,15,29,6,4,5,6,5
28_10,2,9,13,18,24,29,95,31,27,33,15,31,7,4,5,6,5
29_1,3,6,12,16,22,28,87,31,25,28,16,28,3,6,4,6,6
29_2,5,10,17,20,28,31,111,36,26,38,18,37,5,7,3,8,3
29_3,4,7,11,16,22,28,88,32,24,29,15,27,3,4,5,6,6
29_4,4,8,12,18,24,28,94,32,24,32,16,30,4,4,6,6,4
29_5,4,8,12,18,24,28,94,32,24,32,16,30,4,4,6,6,4
29_6,3,5,9,18,22,26,83,29,23,27,17,27,2,4,9,4,4
29_7,3,6,9,17,22,24,81,27,21,28,16,26,3,3,8,5,2
29_8,2,4,7,14,17,24,68,26,22,21,13,21,2,3,7,3,7
29_9,1,7,12,18,23,28,89,29,27,30,16,30,6,5,6,5,5
29_10,1,7,11,16,24,28,87,29,27,31,17,27,6,4,5,8,4
30_1,5,7,13,16,24,32,97,37,27,31,17,29,2,6,3,8,8
30_2,7,11,16,22,28,31,115,38,24,39,17,38,4,5,6,6,3
30_3,5,8,11,17,24,29,94,34,24,32,16,28,3,3,6,7,5
30_4,4,8,12,18,24,28,94,32,24,32,16,30,4,4,6,6,4
30_5,5,8,13,18,24,28,96,33,23,32,16,31,3,5,5,6,4
30_6,2,1,8,14,20,23,68,25,21,21,19,22,-1,7,6,6,3
30_7,1,2,7,14,21,25,70,26,24,23,19,21,1,5,7,7,4
30_8,0,1,7,13,17,24,62,24,24,18,16,20,1,6,6,4,7
30_9,3,8,13,18,23,27,92,30,24,31,15,31,5,5,5,5,4
30_10,3,9,12,18,24,28,94,31,25,33,15,30,6,3,6,6,4
31_1,4,8,17,20,25,32,106,36,28,33,17,37,4,9,3,5,7
31_2,4,12,17,22,28,32,115,36,28,40,16,39,8,5,5,6,4
31_3,4,9,14,19,26,30,102,34,26,35,17,33,5,5,5,7,4
31_4,4,9,14,20,25,29,101,33,25,34,16,34,5,5,6,5,4
31_5,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5
31_6,0,3,10,13,19,28,73,28,28,22,16,23,3,7,3,6,9
31_7,1,5,10,13,23,30,82,31,29,28,18,23,4,5,3,10,7
31_8,3,7,10,12,20,28,80,31,25,27,13,22,4,3,2,8,8
31_9,4,8,11,14,23,28,88,32,24,31,15,25,4,3,3,9,5
31_10,4,8,11,15,24,29,91,33,25,32,16,26,4,3,4,9,5
32_1,6,8,12,15,25,31,97,37,25,33,17,27,2,4,3,10,6
32_2,6,8,17,19,27,31,108,37,25,35,19,36,2,9,2,8,4
32_3,5,8,12,16,24,29,94,34,24,32,16,28,3,4,4,8,5
32_4,5,8,14,18,24,28,97,33,23,32,16,32,3,6,4,6,4
32_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5
32_6,0,3,9,16,22,27,77,27,27,25,19,25,3,6,7,6,5
32_7,0,4,8,14,22,26,74,26,26,26,18,22,4,4,6,8,4
32_8,2,6,10,14,21,26,79,28,24,27,15,24,4,4,4,7,5
32_9,3,8,11,14,19,26,81,29,23,27,11,25,5,3,3,5,7
32_10,2,7,12,15,21,29,86,31,27,28,14,27,5,5,3,6,8
33_1,4,5,9,15,22,31,86,35,27,27,17,24,1,4,6,7,9
33_2,6,12,16,23,28,31,116,37,25,40,16,39,6,4,7,5,3
33_3,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5
33_4,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4
33_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
33_6,2,5,9,12,17,27,72,29,25,22,12,21,3,4,3,5,10
33_7,1,5,7,12,18,28,71,29,27,23,13,19,4,2,5,6,10
33_8,0,6,10,14,21,29,80,29,29,27,15,24,6,4,4,7,8
33_9,3,7,10,15,20,29,84,32,26,27,13,25,4,3,5,5,9
33_10,3,7,9,15,21,29,84,32,26,28,14,24,4,2,6,6,8
34_1,6,9,13,15,23,32,98,38,26,32,14,28,3,4,2,8,9
34_2,8,13,18,21,26,30,116,38,22,39,13,39,5,5,3,5,4
34_3,6,8,13,16,22,30,95,36,24,30,14,29,2,5,3,6,8
34_4,4,8,12,17,23,28,92,32,24,31,15,29,4,4,5,6,5
34_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
34_6,1,1,6,12,23,28,71,29,27,24,22,18,0,5,6,11,5
34_7,0,3,7,11,19,27,67,27,27,22,16,18,3,4,4,8,8
34_8,0,6,7,10,19,28,70,28,28,25,13,17,6,1,3,9,9
34_9,3,10,11,14,23,29,90,32,26,33,13,25,7,1,3,9,6
34_10,3,10,11,14,23,29,90,32,26,33,13,25,7,1,3,9,6
35_1,3,6,12,22,25,32,100,35,29,31,19,34,3,6,10,3,7
35_2,8,12,18,24,28,31,121,39,23,40,16,42,4,6,6,4,3
35_3,6,10,13,19,26,30,104,36,24,36,16,32,4,3,6,7,4
35_4,5,9,13,19,25,29,100,34,24,34,16,32,4,4,6,6,4
35_5,4,9,13,18,24,28,96,32,24,33,15,31,5,4,5,6,4
35_6,1,4,8,14,22,24,73,25,23,26,18,22,3,4,6,8,2
35_7,1,4,7,12,22,26,72,27,25,26,18,19,3,3,5,10,4
35_8,0,3,6,11,24,27,71,27,27,27,21,17,3,3,5,13,3
35_9,2,7,8,15,24,28,84,30,26,31,17,23,5,1,7,9,4
35_10,3,8,9,15,25,29,89,32,26,33,17,24,5,1,6,10,4
36_1,4,7,11,13,20,32,87,36,28,27,13,24,3,4,2,7,12
36_2,5,10,13,18,26,29,101,34,24,36,16,31,5,3,5,8,3
36_3,4,8,11,16,22,28,89,32,24,30,14,27,4,3,5,6,6
36_4,5,9,13,18,23,28,96,33,23,32,14,31,4,4,5,5,5
36_5,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4
36_6,0,5,10,18,21,27,81,27,27,26,16,28,5,5,8,3,6
36_7,1,5,9,15,19,29,78,30,28,24,14,24,4,4,6,4,10
36_8,2,5,9,11,18,29,74,31,27,23,13,20,3,4,2,7,11
36_9,4,8,12,15,22,29,90,33,25,30,14,27,4,4,3,7,7
36_10,3,7,10,14,21,28,83,31,25,28,14,24,4,3,4,7,7
37_1,3,6,13,17,25,31,95,34,28,31,19,30,3,7,4,8,6
37_2,5,11,17,21,26,29,109,34,24,37,15,38,6,6,4,5,3
37_3,4,8,11,17,25,30,95,34,26,33,17,28,4,3,6,8,5
37_4,4,8,13,19,25,29,98,33,25,33,17,32,4,5,6,6,4
37_5,4,9,13,19,24,28,97,32,24,33,15,32,5,4,6,5,4
37_6,0,3,9,10,17,28,67,28,28,20,14,19,3,6,1,7,11
37_7,0,3,9,13,20,27,72,27,27,23,17,22,3,6,4,7,7
37_8,1,7,10,13,17,27,75,28,26,24,10,23,6,3,3,4,10
37_9,4,10,14,17,20,28,93,32,24,30,10,31,6,4,3,3,8
37_10,4,9,14,18,21,28,94,32,24,30,12,32,5,5,4,3,7
38_1,5,9,18,22,28,33,115,38,28,37,19,40,4,9,4,6,5
38_2,7,14,19,24,26,30,120,37,23,40,12,43,7,5,5,2,4
38_3,6,9,14,18,26,30,103,36,24,35,17,32,3,5,4,8,4
38_4,4,8,13,19,25,29,98,33,25,33,17,32,4,5,6,6,4
38_5,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4
38_6,0,3,6,10,19,27,65,27,27,22,16,16,3,3,4,9,8
38_7,1,4,4,10,20,28,67,29,27,24,16,14,3,0,6,10,8
38_8,2,5,6,11,19,27,70,29,25,24,14,17,3,1,5,8,8
38_9,4,8,10,13,21,27,83,31,23,29,13,23,4,2,3,8,6
38_10,3,8,9,14,21,27,82,30,24,29,13,23,5,1,5,7,6
39_1,6,6,15,23,25,33,108,39,27,31,19,38,0,9,8,2,8
39_2,6,7,18,22,27,31,111,37,25,34,20,40,1,11,4,5,4
39_3,5,7,12,17,23,29,93,34,24,30,16,29,2,5,5,6,6
39_4,4,8,12,18,23,28,93,32,24,31,15,30,4,4,6,5,5
39_5,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5
39_6,1,5,9,16,21,29,81,30,28,26,16,25,4,4,7,5,8
39_7,2,7,11,16,20,30,86,32,28,27,13,27,5,4,5,4,10
39_8,2,6,8,14,20,29,79,31,27,26,14,22,4,2,6,6,9
39_9,4,8,11,17,23,28,91,32,24,31,15,28,4,3,6,6,5
39_10,4,8,11,17,24,28,92,32,24,32,16,28,4,3,6,7,4
40_1,6,5,9,13,22,29,84,35,23,27,17,22,-1,4,4,9,7
40_2,7,9,14,21,27,29,107,36,22,36,18,35,2,5,7,6,2
40_3,5,8,10,16,22,28,89,33,23,30,14,26,3,2,6,6,6
40_4,4,9,12,18,24,27,94,31,23,33,15,30,5,3,6,6,3
40_5,4,9,13,19,24,28,97,32,24,33,15,32,5,4,6,5,4
40_6,0,2,15,21,25,31,94,31,31,27,23,36,2,13,6,4,6
40_7,1,4,13,19,24,31,92,32,30,28,20,32,3,9,6,5,7
40_8,1,6,12,17,24,28,88,29,27,30,18,29,5,6,5,7,4
40_9,2,10,12,16,24,30,94,32,28,34,14,28,8,2,4,8,6
40_10,3,11,13,17,24,30,98,33,27,35,13,30,8,2,4,7,6
41_1,7,9,19,21,23,31,110,38,24,32,14,40,2,10,2,2,8
41_2,10,14,19,23,28,30,124,40,20,42,14,42,4,5,4,5,2
41_3,6,9,12,15,23,27,92,33,21,32,14,27,3,3,3,8,4
41_4,5,8,13,18,25,28,97,33,23,33,17,31,3,5,5,7,3
41_5,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5
41_6,0,3,9,17,23,26,78,26,26,26,20,26,3,6,8,6,3
41_7,1,4,8,17,22,28,80,29,27,26,18,25,3,4,9,5,6
41_8,1,4,10,16,20,28,79,29,27,24,16,26,3,6,6,4,8
41_9,2,6,15,18,23,29,93,31,27,29,17,33,4,9,3,5,6
41_10,2,5,11,15,21,28,82,30,26,26,16,26,3,6,4,6,7
42_1,8,10,13,17,23,32,103,40,24,33,13,30,2,3,4,6,9
42_2,5,11,19,22,29,32,118,37,27,40,18,41,6,8,3,7,3
42_3,6,9,13,19,25,30,102,36,24,34,16,32,3,4,6,6,5
42_4,4,8,13,19,25,29,98,33,25,33,17,32,4,5,6,6,4
42_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4
42_6,2,5,10,13,19,24,73,26,22,24,14,23,3,5,3,6,5
42_7,3,5,9,13,19,24,73,27,21,24,14,22,2,4,4,6,5
42_8,3,6,8,12,19,27,75,30,24,25,13,20,3,2,4,7,8
42_9,4,8,13,17,21,28,91,32,24,29,13,30,4,5,4,4,7
42_10,3,7,12,17,22,29,90,32,26,29,15,29,4,5,5,5,7
43_1,5,7,15,15,24,32,98,37,27,31,17,30,2,8,0,9,8
43_2,8,12,16,20,24,28,108,36,20,36,12,36,4,4,4,4,4
43_3,6,10,14,18,23,30,101,36,24,33,13,32,4,4,4,5,7
43_4,5,10,14,18,24,29,100,34,24,34,14,32,5,4,4,6,5
43_5,5,9,14,18,24,28,98,33,23,33,15,32,4,5,4,6,4
43_6,0,3,12,14,20,25,74,25,25,23,17,26,3,9,2,6,5
43_7,1,6,8,12,18,25,70,26,24,24,12,20,5,2,4,6,7
43_8,2,7,9,11,22,28,79,30,26,29,15,20,5,2,2,11,6
43_9,3,8,10,12,21,24,78,27,21,29,13,22,5,2,2,9,3
43_10,3,8,10,13,21,25,80,28,22,29,13,23,5,2,3,8,4
44_1,3,5,13,18,25,31,95,34,28,30,20,31,2,8,5,7,6
44_2,3,9,17,18,25,29,101,32,26,34,16,35,6,8,1,7,4
44_3,4,6,10,15,20,28,83,32,24,26,14,25,2,4,5,5,8
44_4,4,9,14,18,24,29,98,33,25,33,15,32,5,5,4,6,5
44_5,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4
44_6,2,5,8,14,21,25,75,27,23,26,16,22,3,3,6,7,4
44_7,2,5,9,14,22,28,80,30,26,27,17,23,3,4,5,8,6
44_8,1,5,8,14,20,27,75,28,26,25,15,22,4,3,6,6,7
44_9,2,7,11,16,23,28,87,30,26,30,16,27,5,4,5,7,5
44_10,2,6,12,16,24,29,89,31,27,30,18,28,4,6,4,8,5
45_1,6,10,16,18,22,32,104,38,26,32,12,34,4,6,2,4,10
45_2,9,13,15,22,29,31,119,40,22,42,16,37,4,2,7,7,2
45_3,4,9,12,20,26,31,102,35,27,35,17,32,5,3,8,6,5
45_4,4,9,13,19,25,29,99,33,25,34,16,32,5,4,6,6,4
45_5,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4
45_6,0,4,12,16,22,27,81,27,27,26,18,28,4,8,4,6,5
45_7,1,6,11,14,24,29,85,30,28,30,18,25,5,5,3,10,5
45_8,0,4,9,13,21,27,74,27,27,25,17,22,4,5,4,8,6
45_9,3,8,13,15,21,29,89,32,26,29,13,28,5,5,2,6,8
45_10,3,8,12,15,21,29,88,32,26,29,13,27,5,4,3,6,8
46_1,6,7,10,15,22,32,92,38,26,29,15,25,1,3,5,7,10
46_2,7,13,16,22,27,31,116,38,24,40,14,38,6,3,6,5,4
46_3,7,9,12,18,25,29,100,36,22,34,16,30,2,3,6,7,4
46_4,4,8,13,19,25,28,97,32,24,33,17,32,4,5,6,6,3
46_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4
46_6,1,6,12,18,22,27,86,28,26,28,16,30,5,6,6,4,5
46_7,1,5,8,16,21,26,77,27,25,26,16,24,4,3,8,5,5
46_8,3,7,11,15,21,26,83,29,23,28,14,26,4,4,4,6,5
46_9,3,8,12,16,22,28,89,31,25,30,14,28,5,4,4,6,6
46_10,2,7,11,18,22,28,88,30,26,29,15,29,5,4,7,4,6
47_1,6,7,11,18,22,29,93,35,23,29,15,29,1,4,7,4,7
47_2,7,11,17,21,26,29,111,36,22,37,15,38,4,6,4,5,3
47_3,6,9,12,18,25,30,100,36,24,34,16,30,3,3,6,7,5
47_4,5,8,12,19,25,29,98,34,24,33,17,31,3,4,7,6,4
47_5,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4
47_6,0,3,12,18,25,27,85,27,27,28,22,30,3,9,6,7,2
47_7,1,5,10,15,25,30,86,31,29,30,20,25,4,5,5,10,5
47_8,2,6,11,16,24,26,85,28,24,30,18,27,4,5,5,8,2
47_9,3,9,15,20,24,28,99,31,25,33,15,35,6,6,5,4,4
47_10,3,9,13,19,23,28,95,31,25,32,14,32,6,4,6,4,5
48_1,8,9,14,19,26,34,110,42,26,35,17,33,1,5,5,7,8
48_2,8,10,17,21,28,32,116,40,24,38,18,38,2,7,4,7,4
48_3,5,9,13,17,23,31,98,36,26,32,14,30,4,4,4,6,8
48_4,4,9,13,18,25,29,98,33,25,34,16,31,5,4,5,7,4
48_5,4,8,13,18,24,28,95,32,24,32,16,31,4,5,5,6,4
48_6,0,1,6,17,21,29,74,29,29,22,20,23,1,5,11,4,8
48_7,0,4,7,18,22,30,81,30,30,26,18,25,4,3,11,4,8
48_8,1,5,8,14,18,30,76,31,29,23,13,22,4,3,6,4,12
48_9,2,6,12,16,22,28,86,30,26,28,16,28,4,6,4,6,6
48_10,2,7,12,17,22,27,87,29,25,29,15,29,5,5,5,5,5
49_1,5,8,16,18,24,30,101,35,25,32,16,34,3,8,2,6,6
49_2,5,10,17,23,28,31,114,36,26,38,18,40,5,7,6,5,3
49_3,5,8,11,16,23,29,92,34,24,31,15,27,3,3,5,7,6
49_4,5,8,13,19,24,28,97,33,23,32,16,32,3,5,6,5,4
49_5,4,9,13,19,24,28,97,32,24,33,15,32,5,4,6,5,4
49_6,0,2,10,14,24,28,78,28,28,26,22,24,2,8,4,10,4
49_7,1,5,9,15,23,29,82,30,28,28,18,24,4,4,6,8,6
49_8,2,6,11,16,22,30,87,32,28,28,16,27,4,5,5,6,8
49_9,5,9,12,17,24,29,96,34,24,33,15,29,4,3,5,7,5
49_10,4,8,10,16,23,28,89,32,24,31,15,26,4,2,6,7,5
50_1,6,8,12,18,24,32,100,38,26,32,16,30,2,4,6,6,8
50_2,6,10,17,21,26,29,109,35,23,36,16,38,4,7,4,5,3
50_3,5,8,12,17,23,29,94,34,24,31,15,29,3,4,5,6,6
50_4,5,9,14,19,25,29,101,34,24,34,16,33,4,5,5,6,4
50_5,5,9,14,19,24,28,99,33,23,33,15,33,4,5,5,5,4
50_6,1,6,11,14,21,29,82,30,28,27,15,25,5,5,3,7,8
50_7,4,9,10,14,21,29,87,33,25,30,12,24,5,1,4,7,8
50_8,3,9,11,14,20,29,86,32,26,29,11,25,6,2,3,6,9
50_9,4,8,11,18,23,28,92,32,24,31,15,29,4,3,7,5,5
50_10,4,8,10,17,23,29,91,33,25,31,15,27,4,2,7,6,6
