row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,1,5,11,13,18,25,73,26,24,23,13,24,4,6,2,5,7,10
1_2,2,6,12,19,25,27,91,29,25,31,19,31,4,6,7,6,2,7
1_3,3,6,10,15,20,26,80,29,23,26,14,25,3,4,5,5,6,8
1_4,3,8,12,17,22,28,90,31,25,30,14,29,5,4,5,5,6,9
1_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
1_6,7,11,17,19,27,30,111,37,23,38,16,36,4,6,2,8,3,9
1_7,6,9,15,19,24,30,103,36,24,33,15,34,3,6,4,5,6,7
1_8,4,7,14,18,23,30,96,34,26,30,16,32,3,7,4,5,7,6
1_9,5,8,16,19,23,29,100,34,24,31,15,35,3,8,3,4,6,7
1_10,6,7,15,19,22,28,97,34,22,29,15,34,1,8,4,3,6,8
2_1,1,4,8,10,14,24,61,25,23,18,10,18,3,4,2,4,10,11
2_2,3,8,11,16,21,25,84,28,22,29,13,27,5,3,5,5,4,8
2_3,3,6,10,15,21,27,82,30,24,27,15,25,3,4,5,6,6,8
2_4,4,7,13,17,23,28,92,32,24,30,16,30,3,6,4,6,5,9
2_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
2_6,1,8,12,16,21,26,84,27,25,29,13,28,7,4,4,5,5,8
2_7,2,7,12,16,21,28,86,30,26,28,14,28,5,5,4,5,7,6
2_8,3,6,15,19,26,31,100,34,28,32,20,34,3,9,4,7,5,8
2_9,2,8,15,19,24,29,97,31,27,32,16,34,6,7,4,5,5,8
2_10,4,8,15,17,22,27,93,31,23,30,14,32,4,7,2,5,5,10
3_1,1,5,11,13,17,25,72,26,24,22,12,24,4,6,2,4,8,8
3_2,2,6,11,18,25,28,90,30,26,31,19,29,4,5,7,7,3,8
3_3,2,6,10,15,19,26,78,28,24,25,13,25,4,4,5,4,7,8
3_4,3,7,12,16,22,28,88,31,25,29,15,28,4,5,4,6,6,8
3_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
3_6,5,13,15,22,22,25,102,30,20,35,9,37,8,2,7,0,3,8
3_7,5,11,14,20,21,23,94,28,18,32,10,34,6,3,6,1,2,6
3_8,5,9,12,20,23,27,96,32,22,32,14,32,4,3,8,3,4,5
3_9,4,7,12,17,21,24,85,28,20,28,14,29,3,5,5,4,3,4
3_10,3,6,13,17,21,25,85,28,22,27,15,30,3,7,4,4,4,7
4_1,2,6,9,13,16,24,70,26,22,22,10,22,4,3,4,3,8,8
4_2,2,7,12,16,22,25,84,27,23,29,15,28,5,5,4,6,3,7
4_3,3,6,10,14,19,24,76,27,21,25,13,24,3,4,4,5,5,8
4_4,3,7,12,18,22,27,89,30,24,29,15,30,4,5,6,4,5,8
4_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
4_6,1,4,11,18,23,25,82,26,24,27,19,29,3,7,7,5,2,13
4_7,1,3,10,15,18,22,69,23,21,21,15,25,2,7,5,3,4,12
4_8,2,4,10,15,20,24,75,26,22,24,16,25,2,6,5,5,4,11
4_9,3,5,11,15,19,24,77,27,21,24,14,26,2,6,4,4,5,7
4_10,2,4,12,16,20,26,80,28,24,24,16,28,2,8,4,4,6,7
5_1,0,3,10,12,16,26,67,26,26,19,13,22,3,7,2,4,10,8
5_2,1,4,9,17,22,25,78,26,24,26,18,26,3,5,8,5,3,9
5_3,2,5,9,15,20,27,78,29,25,25,15,24,3,4,6,5,7,9
5_4,3,8,12,17,23,28,91,31,25,31,15,29,5,4,5,6,5,9
5_5,4,9,14,18,24,28,97,32,24,33,15,32,5,5,4,6,4,8
5_6,2,9,13,21,24,25,94,27,23,33,15,34,7,4,8,3,1,11
5_7,2,7,11,15,18,24,77,26,22,25,11,26,5,4,4,3,6,9
5_8,4,7,13,20,24,30,98,34,26,31,17,33,3,6,7,4,6,9
5_9,4,10,15,18,20,28,95,32,24,30,10,33,6,5,3,2,8,9
5_10,5,10,16,17,20,26,94,31,21,30,10,33,5,6,1,3,6,10
6_1,0,4,8,14,17,26,69,26,26,21,13,22,4,4,6,3,9,7
6_2,2,7,11,16,22,27,85,29,25,29,15,27,5,4,5,6,5,7
6_3,3,6,10,15,20,26,80,29,23,26,14,25,3,4,5,5,6,8
6_4,3,8,12,17,23,28,91,31,25,31,15,29,5,4,5,6,5,9
6_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
6_6,0,1,11,21,24,25,82,25,25,25,23,32,1,10,10,3,1,6
6_7,1,2,13,18,22,25,81,26,24,24,20,31,1,11,5,4,3,1
6_8,1,2,13,20,24,27,87,28,26,26,22,33,1,11,7,4,3,4
6_9,2,4,14,20,24,28,92,30,26,28,20,34,2,10,6,4,4,3
6_10,3,5,15,18,23,27,91,30,24,28,18,33,2,10,3,5,4,4
7_1,2,5,7,11,16,22,63,24,20,21,11,18,3,2,4,5,6,8
7_2,2,3,8,16,21,25,75,27,23,24,18,24,1,5,8,5,4,5
7_3,2,5,9,14,19,25,74,27,23,24,14,23,3,4,5,5,6,6
7_4,3,7,12,17,22,28,89,31,25,29,15,29,4,5,5,5,6,8
7_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
7_6,4,9,13,20,24,25,95,29,21,33,15,33,5,4,7,4,1,6
7_7,4,8,13,20,23,24,92,28,20,31,15,33,4,5,7,3,1,7
7_8,4,9,14,19,24,26,96,30,22,33,15,33,5,5,5,5,2,5
7_9,4,9,14,19,22,26,94,30,22,31,13,33,5,5,5,3,4,6
7_10,3,7,14,19,21,26,90,29,23,28,14,33,4,7,5,2,5,8
8_1,2,5,10,13,16,30,76,32,28,21,11,23,3,5,3,3,14,11
8_2,2,6,11,17,21,28,85,30,26,27,15,28,4,5,6,4,7,8
8_3,3,5,10,15,21,28,82,31,25,26,16,25,2,5,5,6,7,8
8_4,4,8,13,18,23,29,95,33,25,31,15,31,4,5,5,5,6,8
8_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
8_6,4,6,10,19,25,25,89,29,21,31,19,29,2,4,9,6,0,6
8_7,3,5,9,16,19,23,75,26,20,24,14,25,2,4,7,3,4,4
8_8,5,7,14,21,23,27,97,32,22,30,16,35,2,7,7,2,4,1
8_9,3,4,11,18,20,26,82,29,23,24,16,29,1,7,7,2,6,6
8_10,3,5,12,19,21,26,86,29,23,26,16,31,2,7,7,2,5,9
9_1,1,4,8,12,17,22,64,23,21,21,13,20,3,4,4,5,5,12
9_2,3,9,13,20,26,27,98,30,24,35,17,33,6,4,7,6,1,7
9_3,3,6,11,15,21,26,82,29,23,27,15,26,3,5,4,6,5,8
9_4,4,7,13,17,23,27,91,31,23,30,16,30,3,6,4,6,4,9
9_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
9_6,4,10,14,18,24,25,95,29,21,34,14,32,6,4,4,6,1,11
9_7,4,7,12,17,24,26,90,30,22,31,17,29,3,5,5,7,2,7
9_8,6,10,14,17,22,26,95,32,20,32,12,31,4,4,3,5,4,9
9_9,5,9,14,20,26,29,103,34,24,35,17,34,4,5,6,6,3,8
9_10,4,8,14,20,25,28,99,32,24,33,17,34,4,6,6,5,3,9
10_1,1,4,8,8,15,28,64,29,27,19,11,16,3,4,0,7,13,10
10_2,2,5,10,16,23,28,84,30,26,28,18,26,3,5,6,7,5,9
10_3,3,6,9,14,20,27,79,30,24,26,14,23,3,3,5,6,7,9
10_4,4,8,13,17,22,28,92,32,24,30,14,30,4,5,4,5,6,8
10_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
10_6,7,12,13,20,26,28,106,35,21,38,14,33,5,1,7,6,2,10
10_7,6,11,11,16,23,25,92,31,19,34,12,27,5,0,5,7,2,8
10_8,7,10,14,18,25,29,103,36,22,35,15,32,3,4,4,7,4,11
10_9,5,6,12,17,23,28,91,33,23,29,17,29,1,6,5,6,5,8
10_10,3,7,13,18,23,27,91,30,24,30,16,31,4,6,5,5,4,8
11_1,1,3,6,11,15,22,58,23,21,18,12,17,2,3,5,4,7,11
11_2,1,5,9,16,23,26,80,27,25,28,18,25,4,4,7,7,3,10
11_3,2,4,8,14,20,26,74,28,24,24,16,22,2,4,6,6,6,8
11_4,3,6,12,17,23,28,89,31,25,29,17,29,3,6,5,6,5,9
11_5,4,8,14,19,24,28,97,32,24,32,16,33,4,6,5,5,4,8
11_6,3,10,14,22,26,29,104,32,26,36,16,36,7,4,8,4,3,9
11_7,3,7,10,15,20,25,80,28,22,27,13,25,4,3,5,5,5,8
11_8,4,8,12,20,24,29,97,33,25,32,16,32,4,4,8,4,5,7
11_9,3,6,10,16,21,27,83,30,24,27,15,26,3,4,6,5,6,6
11_10,3,7,12,17,21,28,88,31,25,28,14,29,4,5,5,4,7,7
12_1,1,5,7,9,14,25,61,26,24,19,9,16,4,2,2,5,11,8
12_2,3,7,9,17,24,28,88,31,25,31,17,26,4,2,8,7,4,8
12_3,2,6,10,15,20,27,80,29,25,26,14,25,4,4,5,5,7,9
12_4,3,8,13,18,22,28,92,31,25,30,14,31,5,5,5,4,6,9
12_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
12_6,4,7,13,20,24,25,93,29,21,31,17,33,3,6,7,4,1,6
12_7,4,6,12,17,21,24,84,28,20,27,15,29,2,6,5,4,3,3
12_8,6,8,14,19,23,27,97,33,21,31,15,33,2,6,5,4,4,5
12_9,5,7,14,16,22,27,91,32,22,29,15,30,2,7,2,6,5,5
12_10,4,6,13,16,22,27,88,31,23,28,16,29,2,7,3,6,5,6
13_1,2,7,10,13,18,27,77,29,25,25,11,23,5,3,3,5,9,7
13_2,3,8,12,17,25,29,94,32,26,33,17,29,5,4,5,8,4,10
13_3,3,6,10,14,21,28,82,31,25,27,15,24,3,4,4,7,7,9
13_4,4,8,12,17,23,28,92,32,24,31,15,29,4,4,5,6,5,9
13_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
13_6,4,9,13,19,25,27,97,31,23,34,16,32,5,4,6,6,2,12
13_7,5,7,15,17,23,26,93,31,21,30,16,32,2,8,2,6,3,6
13_8,6,8,15,18,24,28,99,34,22,32,16,33,2,7,3,6,4,7
13_9,5,7,16,19,22,27,96,32,22,29,15,35,2,9,3,3,5,8
13_10,4,7,16,19,22,27,95,31,23,29,15,35,3,9,3,3,5,10
14_1,1,4,5,14,18,27,69,28,26,22,14,19,3,1,9,4,9,8
14_2,1,4,9,15,21,27,77,28,26,25,17,24,3,5,6,6,6,8
14_3,3,5,9,14,21,27,79,30,24,26,16,23,2,4,5,7,6,7
14_4,3,7,12,17,22,28,89,31,25,29,15,29,4,5,5,5,6,8
14_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
14_6,4,11,17,22,28,30,112,34,26,39,17,39,7,6,5,6,2,10
14_7,4,10,19,20,28,29,110,33,25,38,18,39,6,9,1,8,1,6
14_8,6,10,19,22,27,30,114,36,24,37,17,41,4,9,3,5,3,8
14_9,3,10,19,22,27,30,111,33,27,37,17,41,7,9,3,5,3,7
14_10,3,8,17,20,25,30,103,33,27,33,17,37,5,9,3,5,5,10
15_1,1,5,10,13,17,23,69,24,22,22,12,23,4,5,3,4,6,6
15_2,3,8,12,18,23,28,92,31,25,31,15,30,5,4,6,5,5,10
15_3,3,6,11,15,20,27,82,30,24,26,14,26,3,5,4,5,7,7
15_4,4,8,13,17,22,28,92,32,24,30,14,30,4,5,4,5,6,9
15_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
15_6,3,8,17,19,24,28,99,31,25,32,16,36,5,9,2,5,4,8
15_7,2,5,13,15,22,26,83,28,24,27,17,28,3,8,2,7,4,5
15_8,3,7,18,18,23,30,99,33,27,30,16,36,4,11,0,5,7,6
15_9,3,7,14,18,24,29,95,32,26,31,17,32,4,7,4,6,5,9
15_10,3,5,14,16,22,28,88,31,25,27,17,30,2,9,2,6,6,9
16_1,1,5,8,11,19,24,68,25,23,24,14,19,4,3,3,8,5,10
16_2,2,7,11,18,23,28,89,30,26,30,16,29,5,4,7,5,5,7
16_3,2,5,9,14,19,27,76,29,25,24,14,23,3,4,5,5,8,8
16_4,4,8,12,18,22,28,92,32,24,30,14,30,4,4,6,4,6,8
16_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
16_6,5,7,12,20,24,28,96,33,23,31,17,32,2,5,8,4,4,14
16_7,7,8,12,16,24,29,96,36,22,32,16,28,1,4,4,8,5,9
16_8,7,7,12,17,25,30,98,37,23,32,18,29,0,5,5,8,5,11
16_9,8,9,14,19,25,30,105,38,22,34,16,33,1,5,5,6,5,8
16_10,7,9,15,18,23,29,101,36,22,32,14,33,2,6,3,5,6,10
17_1,2,6,10,10,15,25,68,27,23,21,9,20,4,4,0,5,10,10
17_2,2,6,11,18,22,26,85,28,24,28,16,29,4,5,7,4,4,10
17_3,3,6,10,15,19,25,78,28,22,25,13,25,3,4,5,4,6,8
17_4,3,8,13,17,22,27,90,30,24,30,14,30,5,5,4,5,5,9
17_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
17_6,2,8,12,20,27,28,97,30,26,35,19,32,6,4,8,7,1,10
17_7,4,7,12,18,24,26,91,30,22,31,17,30,3,5,6,6,2,10
17_8,5,9,14,17,22,26,93,31,21,31,13,31,4,5,3,5,4,9
17_9,4,8,16,19,23,26,96,30,22,31,15,35,4,8,3,4,3,10
17_10,4,8,15,18,23,27,95,31,23,31,15,33,4,7,3,5,4,10
18_1,2,5,8,14,21,27,77,29,25,26,16,22,3,3,6,7,6,10
18_2,1,6,14,19,25,28,93,29,27,31,19,33,5,8,5,6,3,7
18_3,3,6,9,15,21,27,81,30,24,27,15,24,3,3,6,6,6,7
18_4,3,7,12,17,22,28,89,31,25,29,15,29,4,5,5,5,6,8
18_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
18_6,7,12,15,22,29,30,115,37,23,41,17,37,5,3,7,7,1,8
18_7,4,6,12,18,26,28,94,32,24,32,20,30,2,6,6,8,2,11
18_8,4,6,12,18,23,27,90,31,23,29,17,30,2,6,6,5,4,9
18_9,4,7,15,18,24,28,96,32,24,31,17,33,3,8,3,6,4,5
18_10,4,7,14,18,23,27,93,31,23,30,16,32,3,7,4,5,4,8
19_1,0,6,10,10,19,26,71,26,26,25,13,20,6,4,0,9,7,14
19_2,2,7,13,18,24,29,93,31,27,31,17,31,5,6,5,6,5,11
19_3,3,7,12,17,22,28,89,31,25,29,15,29,4,5,5,5,6,9
19_4,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5,9
19_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
19_6,4,9,12,21,26,28,100,32,24,35,17,33,5,3,9,5,2,13
19_7,2,5,10,15,21,23,76,25,21,26,16,25,3,5,5,6,2,8
19_8,4,6,11,18,24,28,91,32,24,30,18,29,2,5,7,6,4,9
19_9,1,4,10,15,22,24,76,25,23,26,18,25,3,6,5,7,2,10
19_10,2,5,11,15,21,23,77,25,21,26,16,26,3,6,4,6,2,11
20_1,1,2,5,8,11,23,50,24,22,13,9,13,1,3,3,3,12,10
20_2,3,5,9,18,22,26,83,29,23,27,17,27,2,4,9,4,4,9
20_3,2,5,8,14,19,26,74,28,24,24,14,22,3,3,6,5,7,9
20_4,3,7,12,17,22,27,88,30,24,29,15,29,4,5,5,5,5,9
20_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
20_6,5,9,15,19,23,26,97,31,21,32,14,34,4,6,4,4,3,5
20_7,5,10,17,19,23,25,99,30,20,33,13,36,5,7,2,4,2,4
20_8,9,12,18,22,24,28,113,37,19,36,12,40,3,6,4,2,4,5
20_9,6,9,16,19,22,27,99,33,21,31,13,35,3,7,3,3,5,4
20_10,5,7,13,17,22,26,90,31,21,29,15,30,2,6,4,5,4,4
