row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,3,9,20,21,28,32,113,35,29,37,19,41,6,11,1,7,4,6
1_2,3,13,20,22,27,31,116,34,28,40,14,42,10,7,2,5,4,3
1_3,3,9,14,18,26,30,100,33,27,35,17,32,6,5,4,8,4,8
1_4,4,9,14,20,24,29,100,33,25,33,15,34,5,5,6,4,5,7
1_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
1_6,1,8,13,18,26,30,96,31,29,34,18,31,7,5,5,8,4,4
1_7,3,9,12,16,25,29,94,32,26,34,16,28,6,3,4,9,4,8
1_8,8,15,17,20,26,31,117,39,23,41,11,37,7,2,3,6,5,11
1_9,6,14,15,19,26,31,111,37,25,40,12,34,8,1,4,7,5,10
1_10,4,12,16,22,27,29,110,33,25,39,15,38,8,4,6,5,2,11
2_1,6,15,21,23,27,32,124,38,26,42,12,44,9,6,2,4,5,5
2_2,5,13,19,23,27,32,119,37,27,40,14,42,8,6,4,4,5,3
2_3,4,9,14,19,26,30,102,34,26,35,17,33,5,5,5,7,4,6
2_4,4,9,14,19,25,29,100,33,25,34,16,33,5,5,5,6,4,7
2_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
2_6,5,11,18,23,29,33,119,38,28,40,18,41,6,7,5,6,4,8
2_7,4,8,14,19,27,31,103,35,27,35,19,33,4,6,5,8,4,11
2_8,5,9,14,22,27,30,107,35,25,36,18,36,4,5,8,5,3,12
2_9,3,8,13,22,28,30,104,33,27,36,20,35,5,5,9,6,2,13
2_10,3,6,12,21,27,29,98,32,26,33,21,33,3,6,9,6,2,13
3_1,5,11,21,24,28,29,118,34,24,39,17,45,6,10,3,4,1,3
3_2,4,13,21,24,26,30,118,34,26,39,13,45,9,8,3,2,4,3
3_3,4,10,15,19,25,30,103,34,26,35,15,34,6,5,4,6,5,7
3_4,5,10,15,20,24,29,103,34,24,34,14,35,5,5,5,4,5,7
3_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
3_6,1,9,12,17,24,29,92,30,28,33,15,29,8,3,5,7,5,0
3_7,1,6,11,17,24,27,86,28,26,30,18,28,5,5,6,7,3,3
3_8,3,13,15,23,27,30,111,33,27,40,14,38,10,2,8,4,3,10
3_9,2,11,12,22,27,29,103,31,27,38,16,34,9,1,10,5,2,9
3_10,2,9,13,22,28,30,104,32,28,37,19,35,7,4,9,6,2,7
4_1,8,14,21,26,28,32,129,40,24,42,14,47,6,7,5,2,4,1
4_2,5,14,19,23,28,32,121,37,27,42,14,42,9,5,4,5,4,1
4_3,4,9,15,20,26,30,104,34,26,35,17,35,5,6,5,6,4,5
4_4,5,10,14,20,24,29,102,34,24,34,14,34,5,4,6,4,5,6
4_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
4_6,5,9,11,19,26,31,101,36,26,35,17,30,4,2,8,7,5,-1
4_7,4,7,11,16,26,31,95,35,27,33,19,27,3,4,5,10,5,0
4_8,4,10,14,22,26,30,106,34,26,36,16,36,6,4,8,4,4,7
4_9,5,9,13,22,26,29,104,34,24,35,17,35,4,4,9,4,3,9
4_10,4,11,14,22,26,28,105,32,24,37,15,36,7,3,8,4,2,8
5_1,5,11,20,23,27,32,118,37,27,38,16,43,6,9,3,4,5,1
5_2,3,12,18,23,27,32,115,35,29,39,15,41,9,6,5,4,5,3
5_3,4,9,15,20,27,31,106,35,27,36,18,35,5,6,5,7,4,6
5_4,4,10,15,20,25,30,104,34,26,35,15,35,6,5,5,5,5,7
5_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
5_6,2,9,13,16,24,28,92,30,26,33,15,29,7,4,3,8,4,5
5_7,4,10,12,16,25,28,95,32,24,35,15,28,6,2,4,9,3,6
5_8,3,10,13,21,27,29,103,32,26,37,17,34,7,3,8,6,2,6
5_9,3,10,13,21,26,29,102,32,26,36,16,34,7,3,8,5,3,7
5_10,2,9,15,24,28,29,107,31,27,37,19,39,7,6,9,4,1,11
6_1,7,14,20,24,28,32,125,39,25,42,14,44,7,6,4,4,4,5
6_2,5,13,18,23,26,30,115,35,25,39,13,41,8,5,5,3,4,5
6_3,3,7,13,18,24,28,93,31,25,31,17,31,4,6,5,6,4,8
6_4,4,9,14,20,24,29,100,33,25,33,15,34,5,5,6,4,5,7
6_5,4,8,14,18,23,28,95,32,24,31,15,32,4,6,4,5,5,8
6_6,3,10,17,21,29,31,111,34,28,39,19,38,7,7,4,8,2,0
6_7,3,10,12,17,27,30,99,33,27,37,17,29,7,2,5,10,3,1
6_8,4,11,18,25,29,28,115,32,24,40,18,43,7,7,7,4,-1,7
6_9,4,10,16,23,27,27,107,31,23,37,17,39,6,6,7,4,0,7
6_10,3,10,15,24,29,28,109,31,25,39,19,39,7,5,9,5,-1,9
7_1,6,17,21,24,28,34,130,40,28,45,11,45,11,4,3,4,6,8
7_2,4,16,18,22,25,32,117,36,28,41,9,40,12,2,4,3,7,4
7_3,4,10,16,18,25,30,103,34,26,35,15,34,6,6,2,7,5,6
7_4,5,10,16,20,24,29,104,34,24,34,14,36,5,6,4,4,5,7
7_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,7
7_6,3,10,15,16,25,32,101,35,29,35,15,31,7,5,1,9,7,0
7_7,3,10,12,16,26,31,98,34,28,36,16,28,7,2,4,10,5,4
7_8,4,12,18,21,25,30,110,34,26,37,13,39,8,6,3,4,5,7
7_9,4,12,16,21,25,29,107,33,25,37,13,37,8,4,5,4,4,8
7_10,2,12,16,23,27,31,111,33,29,39,15,39,10,4,7,4,4,10
8_1,7,15,18,24,27,32,123,39,25,42,12,42,8,3,6,3,5,3
8_2,6,16,18,22,26,32,120,38,26,42,10,40,10,2,4,4,6,2
8_3,5,11,16,19,25,30,106,35,25,36,14,35,6,5,3,6,5,5
8_4,4,10,15,20,24,29,102,33,25,34,14,35,6,5,5,4,5,6
8_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
8_6,1,8,10,17,22,26,84,27,25,30,14,27,7,2,7,5,4,4
8_7,2,8,11,18,24,28,91,30,26,32,16,29,6,3,7,6,4,5
8_8,6,13,16,19,24,29,107,35,23,37,11,35,7,3,3,5,5,10
8_9,5,11,14,19,24,28,101,33,23,35,13,33,6,3,5,5,4,9
8_10,4,10,14,21,27,28,104,32,24,37,17,35,6,4,7,6,1,10
9_1,10,12,17,22,26,32,119,42,22,38,14,39,2,5,5,4,6,4
9_2,7,12,18,22,26,32,117,39,25,38,14,40,5,6,4,4,6,6
9_3,4,9,14,20,25,30,102,34,26,34,16,34,5,5,6,5,5,7
9_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,7
9_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
9_6,3,11,14,16,23,29,96,32,26,34,12,30,8,3,2,7,6,1
9_7,2,11,14,16,23,29,95,31,27,34,12,30,9,3,2,7,6,4
9_8,3,11,15,21,23,29,102,32,26,34,12,36,8,4,6,2,6,8
9_9,3,11,14,19,23,29,99,32,26,34,12,33,8,3,5,4,6,8
9_10,2,11,15,20,24,30,102,32,28,35,13,35,9,4,5,4,6,10
10_1,7,14,18,26,28,31,124,38,24,42,14,44,7,4,8,2,3,4
10_2,6,15,21,24,27,31,124,37,25,42,12,45,9,6,3,3,4,2
10_3,3,9,14,18,25,30,99,33,27,34,16,32,6,5,4,7,5,7
10_4,4,9,14,20,25,29,101,33,25,34,16,34,5,5,6,5,4,7
10_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
10_6,3,8,17,19,26,31,104,34,28,34,18,36,5,9,2,7,5,9
10_7,5,11,15,17,25,30,103,35,25,36,14,32,6,4,2,8,5,7
10_8,4,11,18,20,27,30,110,34,26,38,16,38,7,7,2,7,3,11
10_9,3,10,15,19,26,28,101,31,25,36,16,34,7,5,4,7,2,11
10_10,4,9,16,21,27,29,106,33,25,36,18,37,5,7,5,6,2,12
11_1,6,13,17,23,28,32,119,38,26,41,15,40,7,4,6,5,4,6
11_2,5,14,18,22,26,30,115,35,25,40,12,40,9,4,4,4,4,4
11_3,4,9,14,20,26,30,103,34,26,35,17,34,5,5,6,6,4,6
11_4,4,9,14,20,25,29,101,33,25,34,16,34,5,5,6,5,4,6
11_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
11_6,0,5,8,14,22,32,81,32,32,27,17,22,5,3,6,8,10,1
11_7,1,7,9,12,20,32,81,33,31,27,13,21,6,2,3,8,12,5
11_8,6,11,14,21,26,31,109,37,25,37,15,35,5,3,7,5,5,8
11_9,2,9,12,19,25,29,96,31,27,34,16,31,7,3,7,6,4,7
11_10,1,7,12,18,27,29,94,30,28,34,20,30,6,5,6,9,2,8
12_1,5,12,16,23,27,32,115,37,27,39,15,39,7,4,7,4,5,6
12_2,3,12,17,20,25,30,107,33,27,37,13,37,9,5,3,5,5,6
12_3,3,10,15,19,25,30,102,33,27,35,15,34,7,5,4,6,5,7
12_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,6
12_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
12_6,4,10,14,19,24,28,99,32,24,34,14,33,6,4,5,5,4,2
12_7,4,10,13,16,24,28,95,32,24,34,14,29,6,3,3,8,4,5
12_8,5,8,15,21,25,27,101,32,22,33,17,36,3,7,6,4,2,7
12_9,4,7,14,21,25,27,98,31,23,32,18,35,3,7,7,4,2,7
12_10,5,8,15,23,26,27,104,32,22,34,18,38,3,7,8,3,1,9
13_1,8,16,18,23,26,31,122,39,23,42,10,41,8,2,5,3,5,2
13_2,6,15,19,24,26,30,120,36,24,41,11,43,9,4,5,2,4,3
13_3,4,8,15,18,24,29,98,33,25,32,16,33,4,7,3,6,5,7
13_4,5,10,14,20,24,29,102,34,24,34,14,34,5,4,6,4,5,7
13_5,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
13_6,2,10,16,19,26,31,104,33,29,36,16,35,8,6,3,7,5,-1
13_7,1,8,15,18,28,32,102,33,31,36,20,33,7,7,3,10,4,5
13_8,2,9,15,21,27,30,104,32,28,36,18,36,7,6,6,6,3,8
13_9,1,8,13,20,26,28,96,29,27,34,18,33,7,5,7,6,2,9
13_10,2,9,14,20,27,29,101,31,27,36,18,34,7,5,6,7,2,10
14_1,8,11,20,24,25,32,120,40,24,36,14,44,3,9,4,1,7,5
14_2,5,11,19,21,25,30,111,35,25,36,14,40,6,8,2,4,5,3
14_3,4,9,14,19,23,29,98,33,25,32,14,33,5,5,5,4,6,7
14_4,4,10,14,20,24,29,101,33,25,34,14,34,6,4,6,4,5,7
14_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
14_6,5,10,21,22,28,31,117,36,26,38,18,43,5,11,1,6,3,4
14_7,5,10,15,18,26,30,104,35,25,36,16,33,5,5,3,8,4,2
14_8,4,9,16,23,30,30,112,34,26,39,21,39,5,7,7,7,0,7
14_9,4,7,13,22,28,29,103,33,25,35,21,35,3,6,9,6,1,7
14_10,4,9,15,22,28,29,107,33,25,37,19,37,5,6,7,6,1,8
15_1,5,12,18,23,28,31,117,36,26,40,16,41,7,6,5,5,3,4
15_2,4,12,18,22,26,31,113,35,27,38,14,40,8,6,4,4,5,2
15_3,3,8,13,17,24,30,95,33,27,32,16,30,5,5,4,7,6,7
15_4,4,10,14,20,25,29,102,33,25,35,15,34,6,4,6,5,4,7
15_5,4,9,14,19,23,29,98,33,25,32,14,33,5,5,5,4,6,8
15_6,2,6,12,17,26,32,95,34,30,32,20,29,4,6,5,9,6,0
15_7,5,10,13,17,25,31,101,36,26,35,15,30,5,3,4,8,6,1
15_8,6,11,14,22,26,30,109,36,24,37,15,36,5,3,8,4,4,7
15_9,5,9,11,20,24,29,98,34,24,33,15,31,4,2,9,4,5,7
15_10,5,9,12,22,26,28,102,33,23,35,17,34,4,3,10,4,2,7
16_1,7,14,18,26,28,31,124,38,24,42,14,44,7,4,8,2,3,2
16_2,4,14,19,23,27,30,117,34,26,41,13,42,10,5,4,4,3,3
16_3,2,7,12,19,24,29,93,31,27,31,17,31,5,5,7,5,5,7
16_4,3,9,14,20,25,29,100,32,26,34,16,34,6,5,6,5,4,7
16_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
16_6,3,13,17,20,27,33,113,36,30,40,14,37,10,4,3,7,6,4
16_7,4,14,18,21,27,34,118,38,30,41,13,39,10,4,3,6,7,7
16_8,5,9,15,23,28,31,111,36,26,37,19,38,4,6,8,5,3,10
16_9,4,7,12,22,25,28,98,32,24,32,18,34,3,5,10,3,3,8
16_10,3,10,17,24,29,30,113,33,27,39,19,41,7,7,7,5,1,9
17_1,5,14,19,23,29,32,122,37,27,43,15,42,9,5,4,6,3,5
17_2,3,14,19,24,27,31,118,34,28,41,13,43,11,5,5,3,4,3
17_3,6,11,16,20,26,30,109,36,24,37,15,36,5,5,4,6,4,3
17_4,5,11,15,21,25,29,106,34,24,36,14,36,6,4,6,4,4,6
17_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
17_6,3,9,13,17,23,28,93,31,25,32,14,30,6,4,4,6,5,0
17_7,1,7,10,13,21,27,79,28,26,28,14,23,6,3,3,8,6,3
17_8,2,9,16,23,27,31,108,33,29,36,18,39,7,7,7,4,4,5
17_9,2,8,13,21,26,30,100,32,28,34,18,34,6,5,8,5,4,6
17_10,1,9,14,23,28,29,104,30,28,37,19,37,8,5,9,5,1,7
18_1,8,14,18,24,28,31,123,39,23,42,14,42,6,4,6,4,3,1
18_2,7,16,20,24,27,31,125,38,24,43,11,44,9,4,4,3,4,3
18_3,4,9,14,19,25,30,101,34,26,34,16,33,5,5,5,6,5,5
18_4,4,9,14,20,25,29,101,33,25,34,16,34,5,5,6,5,4,7
18_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
18_6,1,8,12,20,26,31,98,32,30,34,18,32,7,4,8,6,5,3
18_7,2,10,12,18,25,31,98,33,29,35,15,30,8,2,6,7,6,6
18_8,4,9,13,23,29,30,108,34,26,38,20,36,5,4,10,6,1,3
18_9,4,9,13,23,29,30,108,34,26,38,20,36,5,4,10,6,1,5
18_10,2,9,14,23,31,29,108,31,27,40,22,37,7,5,9,8,-2,5
19_1,7,14,20,23,27,32,123,39,25,41,13,43,7,6,3,4,5,5
19_2,5,14,19,22,26,29,115,34,24,40,12,41,9,5,3,4,3,4
19_3,4,10,17,20,26,30,107,34,26,36,16,37,6,7,3,6,4,5
19_4,4,10,15,20,25,29,103,33,25,35,15,35,6,5,5,5,4,6
19_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
19_6,4,8,13,19,30,32,106,36,28,38,22,32,4,5,6,11,2,3
19_7,1,12,19,19,30,32,113,33,31,42,18,38,11,7,0,11,2,4
19_8,2,10,15,25,28,31,111,33,29,38,18,40,8,5,10,3,3,12
19_9,2,9,13,25,28,29,106,31,27,37,19,38,7,4,12,3,1,12
19_10,3,10,14,23,28,29,107,32,26,38,18,37,7,4,9,5,1,10
20_1,6,13,20,24,27,30,120,36,24,40,14,44,7,7,4,3,3,0
20_2,5,14,19,23,26,30,117,35,25,40,12,42,9,5,4,3,4,0
20_3,3,8,14,19,25,30,99,33,27,33,17,33,5,6,5,6,5,4
20_4,4,10,15,20,24,29,102,33,25,34,14,35,6,5,5,4,5,6
20_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
20_6,3,7,14,19,26,29,98,32,26,33,19,33,4,7,5,7,3,0
20_7,4,7,16,21,27,29,104,33,25,34,20,37,3,9,5,6,2,2
20_8,5,15,18,24,29,31,122,36,26,44,14,42,10,3,6,5,2,7
20_9,4,13,15,24,26,30,112,34,26,39,13,39,9,2,9,2,4,10
20_10,4,14,16,26,28,30,118,34,26,42,14,42,10,2,10,2,2,11
