row,red1,red2,red3,red4,red5,red6,red_sum_all,red_sum16,red_gap16,red_sum25,red_gap25,red_sum34,red_gap12,red_gap23,red_gap34,red_gap45,red_gap56,red_blue
1_1,4,12,17,24,28,30,115,34,26,40,16,41,8,5,7,4,2,7
1_2,2,7,11,16,22,28,86,30,26,29,15,27,5,4,5,6,6,8
1_3,3,8,13,17,23,28,92,31,25,31,15,30,5,5,4,6,5,9
1_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,7
1_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
1_6,2,9,17,19,26,28,101,30,26,35,17,36,7,8,2,7,2,12
1_7,2,8,12,17,23,27,89,29,25,31,15,29,6,4,5,6,4,7
1_8,1,8,12,16,25,28,90,29,27,33,17,28,7,4,4,9,3,8
1_9,1,8,12,16,25,27,89,28,26,33,17,28,7,4,4,9,2,7
1_10,4,8,13,18,24,26,93,30,22,32,16,31,4,5,5,6,2,9
2_1,4,10,14,23,26,29,106,33,25,36,16,37,6,4,9,3,3,6
2_2,3,7,10,16,24,28,88,31,25,31,17,26,4,3,6,8,4,7
2_3,3,8,12,18,24,29,94,32,26,32,16,30,5,4,6,6,5,10
2_4,4,8,12,18,23,28,93,32,24,31,15,30,4,4,6,5,5,7
2_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
2_6,2,6,15,22,25,30,100,32,28,31,19,37,4,9,7,3,5,7
2_7,7,8,9,14,24,29,91,36,22,32,16,23,1,1,5,10,5,0
2_8,6,11,15,20,27,31,110,37,25,38,16,35,5,4,5,7,4,8
2_9,5,11,15,21,25,29,106,34,24,36,14,36,6,4,6,4,4,8
2_10,6,9,15,20,23,27,100,33,21,32,14,35,3,6,5,3,4,8
3_1,4,11,17,27,27,30,116,34,26,38,16,44,7,6,10,0,3,9
3_2,4,7,11,19,25,28,94,32,24,32,18,30,3,4,8,6,3,11
3_3,3,8,13,19,23,29,95,32,26,31,15,32,5,5,6,4,6,10
3_4,4,9,13,18,23,29,96,33,25,32,14,31,5,4,5,5,6,8
3_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
3_6,7,8,19,22,27,31,114,38,24,35,19,41,1,11,3,5,4,10
3_7,6,7,11,17,21,29,91,35,23,28,14,28,1,4,6,4,8,5
3_8,8,10,11,15,25,29,98,37,21,35,15,26,2,1,4,10,4,9
3_9,9,10,13,16,25,27,100,36,18,35,15,29,1,3,3,9,2,10
3_10,10,11,15,18,24,27,105,37,17,35,13,33,1,4,3,6,3,8
4_1,4,10,14,22,29,29,108,33,25,39,19,36,6,4,8,7,0,9
4_2,3,7,11,19,26,30,96,33,27,33,19,30,4,4,8,7,4,8
4_3,5,9,15,20,25,30,104,35,25,34,16,35,4,6,5,5,5,10
4_4,5,9,14,19,24,30,101,35,25,33,15,33,4,5,5,5,6,7
4_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
4_6,9,7,12,22,30,33,113,42,24,37,23,34,-2,5,10,8,3,5
4_7,7,7,8,18,25,32,97,39,25,32,18,26,0,1,10,7,7,6
4_8,7,12,13,24,26,31,113,38,24,38,14,37,5,1,11,2,5,5
4_9,7,11,13,21,26,30,108,37,23,37,15,34,4,2,8,5,4,5
4_10,9,12,14,19,25,30,109,39,21,37,13,33,3,2,5,6,5,6
5_1,2,8,14,20,25,28,97,30,26,33,17,34,6,6,6,5,3,9
5_2,4,7,12,18,26,30,97,34,26,33,19,30,3,5,6,8,4,9
5_3,4,9,13,19,24,29,98,33,25,33,15,32,5,4,6,5,5,10
5_4,5,10,14,19,24,29,101,34,24,34,14,33,5,4,5,5,5,7
5_5,4,9,13,18,23,28,95,32,24,32,14,31,5,4,5,5,5,8
5_6,9,13,15,19,26,32,114,41,23,39,13,34,4,2,4,7,6,6
5_7,8,13,12,16,25,31,105,39,23,38,12,28,5,-1,4,9,6,2
5_8,11,10,14,21,26,29,111,40,18,36,16,35,-1,4,7,5,3,4
5_9,11,10,15,20,26,29,111,40,18,36,16,35,-1,5,5,6,3,4
5_10,10,12,16,20,25,29,112,39,19,37,13,36,2,4,4,5,4,5
6_1,3,10,14,23,25,29,104,32,26,35,15,37,7,4,9,2,4,13
6_2,4,8,13,18,24,30,97,34,26,32,16,31,4,5,5,6,6,9
6_3,4,9,13,19,23,29,97,33,25,32,14,32,5,4,6,4,6,10
6_4,4,8,13,18,23,29,95,33,25,31,15,31,4,5,5,5,6,8
6_5,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5,8
6_6,10,16,18,22,26,28,120,38,18,42,10,40,6,2,4,4,2,6
6_7,12,13,15,19,23,30,112,42,18,36,10,34,1,2,4,4,7,6
6_8,12,14,15,23,24,26,114,38,14,38,10,38,2,1,8,1,2,5
6_9,10,14,15,23,25,26,113,36,16,39,11,38,4,1,8,2,1,6
6_10,10,14,16,22,26,30,118,40,20,40,12,38,4,2,6,4,4,7
7_1,4,8,14,22,24,26,98,30,22,32,16,36,4,6,8,2,2,7
7_2,2,5,10,17,23,27,84,29,25,28,18,27,3,5,7,6,4,11
7_3,4,8,14,20,24,29,99,33,25,32,16,34,4,6,6,4,5,9
7_4,4,8,13,18,23,29,95,33,25,31,15,31,4,5,5,5,6,8
7_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
7_6,5,10,12,22,29,31,109,36,26,39,19,34,5,2,10,7,2,6
7_7,10,11,13,21,28,31,114,41,21,39,17,34,1,2,8,7,3,3
7_8,8,12,15,21,26,29,111,37,21,38,14,36,4,3,6,5,3,7
7_9,7,10,13,20,24,27,101,34,20,34,14,33,3,3,7,4,3,8
7_10,7,12,15,22,26,30,112,37,23,38,14,37,5,3,7,4,4,8
8_1,4,11,13,22,23,26,99,30,22,34,12,35,7,2,9,1,3,10
8_2,4,7,11,17,22,28,89,32,24,29,15,28,3,4,6,5,6,11
8_3,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,9
8_4,4,8,13,18,23,28,94,32,24,31,15,31,4,5,5,5,5,9
8_5,4,8,13,19,23,28,95,32,24,31,15,32,4,5,6,4,5,8
8_6,8,15,17,24,27,31,122,39,23,42,12,41,7,2,7,3,4,5
8_7,6,9,11,15,22,30,93,36,24,31,13,26,3,2,4,7,8,3
8_8,7,11,13,18,21,25,95,32,18,32,10,31,4,2,5,3,4,5
8_9,7,12,16,20,24,26,105,33,19,36,12,36,5,4,4,4,2,7
8_10,9,12,17,21,25,28,112,37,19,37,13,38,3,5,4,4,3,8
9_1,6,9,16,25,25,27,108,33,21,34,16,41,3,7,9,0,2,6
9_2,2,6,11,17,23,29,88,31,27,29,17,28,4,5,6,6,6,8
9_3,3,8,12,17,23,29,92,32,26,31,15,29,5,4,5,6,6,9
9_4,4,8,13,18,23,29,95,33,25,31,15,31,4,5,5,5,6,7
9_5,4,8,14,19,24,28,97,32,24,32,16,33,4,6,5,5,4,8
9_6,6,11,15,22,28,32,114,38,26,39,17,37,5,4,7,6,4,5
9_7,6,11,16,21,26,30,110,36,24,37,15,37,5,5,5,5,4,14
9_8,8,11,16,22,24,29,110,37,21,35,13,38,3,5,6,2,5,14
9_9,6,10,14,21,23,29,103,35,23,33,13,35,4,4,7,2,6,10
9_10,7,12,15,20,23,29,106,36,22,35,11,35,5,3,5,3,6,7
10_1,2,8,13,23,27,30,103,32,28,35,19,36,6,5,10,4,3,10
10_2,2,7,13,21,26,30,99,32,28,33,19,34,5,6,8,5,4,9
10_3,3,9,13,19,24,30,98,33,27,33,15,32,6,4,6,5,6,9
10_4,5,10,15,20,25,30,105,35,25,35,15,35,5,5,5,5,5,7
10_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,7
10_6,7,9,14,20,24,25,99,32,18,33,15,34,2,5,6,4,1,7
10_7,6,10,11,15,21,26,89,32,20,31,11,26,4,1,4,6,5,5
10_8,7,12,16,20,24,28,107,35,21,36,12,36,5,4,4,4,4,6
10_9,6,11,15,21,26,27,106,33,21,37,15,36,5,4,6,5,1,4
10_10,7,14,18,21,26,28,114,35,21,40,12,39,7,4,3,5,2,6
11_1,2,9,14,19,22,25,91,27,23,31,13,33,7,5,5,3,3,13
11_2,5,9,11,15,21,27,88,32,22,30,12,26,4,2,4,6,6,10
11_3,4,9,13,19,23,29,97,33,25,32,14,32,5,4,6,4,6,9
11_4,5,9,14,19,23,29,99,34,24,32,14,33,4,5,5,4,6,8
11_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
11_6,5,9,9,15,21,25,84,30,20,30,12,24,4,0,6,6,4,6
11_7,6,6,7,16,23,29,87,35,23,29,17,23,0,1,9,7,6,2
11_8,7,10,12,22,27,28,106,35,21,37,17,34,3,2,10,5,1,8
11_9,7,11,13,22,27,28,108,35,21,38,16,35,4,2,9,5,1,8
11_10,6,12,15,21,25,28,107,34,22,37,13,36,6,3,6,4,3,9
12_1,1,10,18,26,28,28,111,29,27,38,18,44,9,8,8,2,0,8
12_2,3,6,12,20,26,30,97,33,27,32,20,32,3,6,8,6,4,9
12_3,4,9,13,19,24,29,98,33,25,33,15,32,5,4,6,5,5,9
12_4,4,9,13,19,23,29,97,33,25,32,14,32,5,4,6,4,6,7
12_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
12_6,5,10,13,19,23,28,98,33,23,33,13,32,5,3,6,4,5,10
12_7,2,8,10,19,21,29,89,31,27,29,13,29,6,2,9,2,8,9
12_8,5,13,16,19,21,29,103,34,24,34,8,35,8,3,3,2,8,8
12_9,6,13,17,19,23,28,106,34,22,36,10,36,7,4,2,4,5,8
12_10,8,12,18,20,24,28,110,36,20,36,12,38,4,6,2,4,4,8
13_1,4,11,12,21,27,31,106,35,27,38,16,33,7,1,9,6,4,10
13_2,3,7,11,18,24,31,94,34,28,31,17,29,4,4,7,6,7,9
13_3,3,8,14,19,24,29,97,32,26,32,16,33,5,6,5,5,5,9
13_4,4,9,14,19,24,29,99,33,25,33,15,33,5,5,5,5,5,8
13_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
13_6,4,9,9,20,22,28,92,32,24,31,13,29,5,0,11,2,6,3
13_7,3,5,6,12,19,30,75,33,27,24,14,18,2,1,6,7,11,2
13_8,5,9,8,17,18,26,83,31,21,27,9,25,4,-1,9,1,8,7
13_9,7,11,11,20,20,26,95,33,19,31,9,31,4,0,9,0,6,5
13_10,8,12,13,22,22,28,105,36,20,34,10,35,4,1,9,0,6,4
14_1,5,12,14,22,27,28,108,33,23,39,15,36,7,2,8,5,1,10
14_2,4,7,10,17,23,28,89,32,24,30,16,27,3,3,7,6,5,8
14_3,4,8,13,17,23,29,94,33,25,31,15,30,4,5,4,6,6,10
14_4,4,9,13,18,23,29,96,33,25,32,14,31,5,4,5,5,6,8
14_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
14_6,5,10,15,21,29,30,110,35,25,39,19,36,5,5,6,8,1,6
14_7,7,8,12,16,25,27,95,34,20,33,17,28,1,4,4,9,2,9
14_8,3,7,12,19,26,28,95,31,25,33,19,31,4,5,7,7,2,5
14_9,4,10,13,20,25,28,100,32,24,35,15,33,6,3,7,5,3,6
14_10,6,11,15,20,26,28,106,34,22,37,15,35,5,4,5,6,2,7
15_1,4,10,14,24,27,29,108,33,25,37,17,38,6,4,10,3,2,11
15_2,3,6,10,18,25,28,90,31,25,31,19,28,3,4,8,7,3,11
15_3,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5,10
15_4,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
15_5,4,9,14,18,23,28,96,32,24,32,14,32,5,5,4,5,5,8
15_6,6,11,13,25,29,32,116,38,26,40,18,38,5,2,12,4,3,7
15_7,7,10,9,17,25,29,97,36,22,35,15,26,3,-1,8,8,4,6
15_8,9,14,12,21,26,29,111,38,20,40,12,33,5,-2,9,5,3,7
15_9,9,13,13,22,26,29,112,38,20,39,13,35,4,0,9,4,3,8
15_10,7,13,14,21,27,29,111,36,22,40,14,35,6,1,7,6,2,10
16_1,4,9,13,21,24,27,98,31,23,33,15,34,5,4,8,3,3,7
16_2,3,7,11,17,24,28,90,31,25,31,17,28,4,4,6,7,4,9
16_3,4,8,13,18,24,29,96,33,25,32,16,31,4,5,5,6,5,9
16_4,4,9,13,18,23,29,96,33,25,32,14,31,5,4,5,5,6,7
16_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
16_6,5,11,13,23,26,31,109,36,26,37,15,36,6,2,10,3,5,6
16_7,5,7,8,15,22,27,84,32,22,29,15,23,2,1,7,7,5,8
16_8,6,9,14,22,24,29,104,35,23,33,15,36,3,5,8,2,5,8
16_9,5,9,14,23,25,29,105,34,24,34,16,37,4,5,9,2,4,7
16_10,6,10,13,20,25,28,102,34,22,35,15,33,4,3,7,5,3,5
17_1,3,10,13,19,25,30,100,33,27,35,15,32,7,3,6,6,5,11
17_2,4,9,11,16,23,29,92,33,25,32,14,27,5,2,5,7,6,10
17_3,3,8,13,18,24,29,95,32,26,32,16,31,5,5,5,6,5,10
17_4,4,9,13,18,23,29,96,33,25,32,14,31,5,4,5,5,6,8
17_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
17_6,5,8,15,21,26,28,103,33,23,34,18,36,3,7,6,5,2,5
17_7,9,6,9,13,20,28,85,37,19,26,14,22,-3,3,4,7,8,1
17_8,7,9,10,14,22,28,90,35,21,31,13,24,2,1,4,8,6,8
17_9,6,8,9,16,22,28,89,34,22,30,14,25,2,1,7,6,6,8
17_10,9,9,11,16,21,25,91,34,16,30,12,27,0,2,5,5,4,9
18_1,6,12,17,24,26,30,115,36,24,38,14,41,6,5,7,2,4,10
18_2,5,6,11,16,22,29,89,34,24,28,16,27,1,5,5,6,7,10
18_3,4,8,13,19,24,29,97,33,25,32,16,32,4,5,6,5,5,9
18_4,4,8,13,17,23,28,93,32,24,31,15,30,4,5,4,6,5,8
18_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
18_6,4,10,15,18,25,29,101,33,25,35,15,33,6,5,3,7,4,3
18_7,6,14,14,16,21,29,100,35,23,35,7,30,8,0,2,5,8,8
18_8,6,9,12,20,23,27,97,33,21,32,14,32,3,3,8,3,4,8
18_9,7,10,13,21,24,26,101,33,19,34,14,34,3,3,8,3,2,9
18_10,8,12,16,22,26,30,114,38,22,38,14,38,4,4,6,4,4,6
19_1,5,9,13,22,26,27,102,32,22,35,17,35,4,4,9,4,1,7
19_2,5,6,10,18,23,28,90,33,23,29,17,28,1,4,8,5,5,9
19_3,3,8,13,19,23,29,95,32,26,31,15,32,5,5,6,4,6,9
19_4,5,9,14,19,23,29,99,34,24,32,14,33,4,5,5,4,6,7
19_5,4,9,14,19,23,28,97,32,24,32,14,33,5,5,5,4,5,8
19_6,3,9,14,26,29,31,112,34,28,38,20,40,6,5,12,3,2,4
19_7,9,10,10,22,25,30,106,39,21,35,15,32,1,0,12,3,5,6
19_8,6,12,14,24,29,30,115,36,24,41,17,38,6,2,10,5,1,9
19_9,6,12,14,22,28,29,111,35,23,40,16,36,6,2,8,6,1,8
19_10,7,12,15,21,26,28,109,35,21,38,14,36,5,3,6,5,2,7
20_1,4,10,13,23,25,29,104,33,25,35,15,36,6,3,10,2,4,11
20_2,4,7,11,19,24,29,94,33,25,31,17,30,3,4,8,5,5,9
20_3,4,8,13,19,25,30,99,34,26,33,17,32,4,5,6,6,5,10
20_4,4,8,14,19,23,29,97,33,25,31,15,33,4,6,5,4,6,8
20_5,4,9,14,19,24,28,98,32,24,33,15,33,5,5,5,5,4,8
20_6,6,10,12,17,26,25,96,31,19,36,16,29,4,2,5,9,-1,3
20_7,8,8,9,12,22,23,82,31,15,30,14,21,0,1,3,10,1,6
20_8,6,12,13,20,26,27,104,33,21,38,14,33,6,1,7,6,1,8
20_9,7,13,14,23,26,28,111,35,21,39,13,37,6,1,9,3,2,8
20_10,7,13,16,22,26,28,112,35,21,39,13,38,6,3,6,4,2,9
