Date,b1,1,2,3,4,5,6,b2,1,2,3,4,5,6
20220515,6/33,2/16,3/23,5/28,3/20,3/13,1/4,5/26,3/18,4/20,3/17,2/15,1/11,2/7
20220512,6/33,2/16,3/20,5/27,5/22,2/14,1/4,4/28,2/17,2/15,2/17,1/13,0/11,1/8
20220510,6/33,0/6,1/22,4/28,5/27,5/17,2/3,6/28,1/15,2/16,3/18,4/18,4/15,3/12
20220508,6/33,3/13,5/21,4/25,3/26,2/18,1/12,4/24,1/11,2/13,2/15,2/16,1/13,2/12
20220505,6/33,1/4,4/21,5/28,4/28,2/21,2/9,4/26,2/7,2/12,3/16,2/18,2/17,2/12
20220503,6/33,2/8,4/22,5/26,4/27,3/18,2/12,4/26,2/15,2/16,3/18,2/15,2/15,2/12
20220501,6/33,2/13,4/21,5/26,5/26,3/15,2/7,6/27,3/15,4/16,5/18,3/15,3/10,2/11
20220428,6/33,3/14,4/22,5/27,5/28,2/17,2/11,3/26,1/14,2/16,3/18,2/17,2/15,2/13
20220426,6/33,1/5,2/20,5/28,5/28,4/17,3/11,6/26,1/11,2/15,3/18,5/19,5/19,3/13
20220424,6/33,1/7,5/21,6/28,5/26,4/18,1/10,3/24,0/6,2/13,3/17,2/16,0/12,0/10
20220421,6/33,3/15,4/23,5/28,5/28,3/19,2/12,5/28,1/16,0/19,3/22,3/18,3/14,2/11
20220419,6/33,1/16,3/21,5/28,5/26,5/18,0/3,4/24,3/13,4/16,3/15,3/10,2/9,0/6
20220417,6/33,3/15,5/21,6/27,3/12,1/4,0/2,6/25,4/16,4/16,5/14,4/11,3/9,2/7
20220414,6/33,2/14,4/21,6/28,6/27,1/4,0/4,5/24,3/15,5/18,4/16,2/12,2/9,1/7
20220412,6/33,2/13,4/21,4/28,4/26,4/21,2/5,6/26,3/13,3/15,4/15,4/15,3/14,4/9
20220410,6/33,4/13,6/21,5/28,5/26,2/21,0/5,5/25,5/16,5/18,3/17,2/16,1/14,1/13
20220407,6/33,3/14,5/23,5/28,5/27,4/20,1/4,4/25,3/15,3/18,3/19,2/16,2/12,1/9
20220405,6/33,2/11,4/22,4/28,4/27,4/19,1/8,6/28,5/15,4/19,4/21,4/21,4/20,2/16
20220403,6/33,4/16,4/22,4/28,4/28,2/16,1/3,5/28,3/14,4/16,3/19,3/16,3/11,2/8
20220331,6/33,3/16,4/21,6/28,5/22,1/9,0/4,3/26,3/16,3/20,3/18,1/13,1/13,1/11
20220329,6/33,0/10,2/21,3/28,4/26,4/18,2/2,4/24,0/13,1/16,1/15,2/16,2/12,3/10
20220327,6/33,2/14,4/21,6/28,5/21,4/18,0/3,5/25,3/17,5/19,4/17,3/14,2/12,2/8
20220324,6/33,3/14,4/21,5/27,2/19,1/3,1/2,5/29,2/16,4/17,3/18,2/15,2/11,1/7
20220322,6/33,3/17,2/20,4/24,2/20,2/9,1/3,5/25,3/17,4/16,3/16,2/14,2/9,2/8
20220320,6/33,1/15,2/22,6/28,6/23,3/11,0/3,5/24,1/15,3/17,5/16,4/13,4/11,3/7
20220317,6/33,4/16,4/18,3/20,2/19,3/14,1/3,5/26,3/13,2/12,3/13,2/15,2/12,2/10
20220315,6/33,2/13,2/17,5/26,5/22,3/13,0/3,4/25,1/12,3/14,4/16,4/17,3/14,1/10
20220313,6/33,1/12,4/24,5/25,5/28,6/20,2/9,5/25,0/6,1/12,4/16,3/14,2/11,2/8
20220310,6/33,3/13,5/21,6/28,4/22,0/9,0/4,3/24,2/12,3/14,3/14,2/12,1/10,0/8
20220308,3/19,1/7,1/7,1/9,1/5,1/5,1/5,4/24,1/10,2/12,3/14,2/12,3/12,2/9
20220306,6/33,4/14,6/24,5/22,1/10,0/7,0/5,4/27,4/17,4/16,2/11,1/9,0/7,0/7
20220303,6/33,2/11,3/19,6/22,1/9,0/7,0/2,5/26,2/11,5/15,3/13,2/10,2/9,1/8
20220301,6/33,4/15,5/22,5/27,5/28,3/18,0/6,4/24,3/13,3/16,3/16,3/13,1/10,0/8
20220227,6/32,2/13,2/20,4/22,4/14,2/5,0/2,3/25,1/14,1/12,1/12,2/10,2/10,2/7
20220224,6/31,3/13,3/18,3/14,2/15,2/10,1/2,5/24,3/11,3/13,1/9,1/12,2/9,2/6
20220222,6/33,1/4,5/21,6/28,5/26,3/15,0/3,5/19,0/5,1/8,4/10,4/9,1/5,0/4
20220220,6/33,2/14,4/23,4/25,3/16,2/11,2/7,4/21,2/10,2/13,2/13,1/10,1/9,2/8
20220217,6/33,2/13,2/22,5/28,5/27,4/21,4/12,3/26,1/15,1/19,2/19,2/20,2/17,1/14
20220215,6/33,0/6,4/21,5/28,6/27,4/20,2/10,3/27,0/12,1/15,2/21,3/20,2/16,1/11
20220213,6/33,1/9,3/21,5/28,6/27,5/19,1/3,5/29,2/11,2/15,3/20,4/18,4/14,3/11
20220210,6/33,0/2,5/21,6/28,6/26,1/17,0/4,4/26,2/8,2/13,1/15,2/17,2/12,1/7
20220208,6/33,5/14,6/21,5/26,2/23,0/15,0/6,3/24,3/12,3/16,0/16,0/13,0/9,0/9
20220127,6/33,3/15,3/21,3/21,3/21,3/15,0/3,3/24,2/14,2/17,0/14,1/8,1/8,1/8
20220125,6/33,2/17,2/21,5/21,3/16,3/15,3/8,6/30,2/19,4/18,4/18,3/15,3/15,4/14
20220123,6/33,2/18,5/21,5/27,5/23,4/15,2/13,5/25,4/17,4/18,4/19,4/17,4/14,3/14
20220120,6/33,2/16,4/22,6/28,6/27,5/20,1/9,4/26,2/15,3/17,3/18,3/17,3/12,1/8
20220118,6/33,4/18,6/21,5/28,4/28,2/14,0/10,5/29,5/17,5/19,3/18,2/16,2/15,2/11
20220116,6/33,1/16,3/22,5/27,5/28,5/18,3/9,5/26,3/15,4/19,3/18,3/13,3/11,3/9
20220113,6/33,4/17,5/22,5/28,4/25,2/15,1/4,5/25,4/18,4/18,2/16,2/13,2/10,2/9
20220111,6/33,4/17,5/22,5/28,5/22,1/13,1/4,5/25,4/16,4/17,3/16,3/15,1/10,1/8
20220109,6/33,1/13,2/22,5/28,5/27,5/18,2/7,4/24,1/11,1/15,2/16,1/14,3/13,3/12
20220106,6/33,2/12,5/22,5/28,5/28,4/20,1/12,6/28,3/13,5/17,4/20,4/21,4/17,3/14
20220104,6/33,1/2,3/18,4/28,5/28,4/20,1/3,5/28,1/9,2/14,2/19,4/18,3/15,3/10
20220102,6/33,2/13,6/22,6/28,6/28,5/21,0/5,6/25,4/15,4/17,6/19,6/19,4/15,2/12
20211230,6/33,2/15,4/22,6/28,6/28,5/20,2/12,3/25,0/12,2/15,2/17,2/17,3/14,3/10
20211228,6/33,3/14,5/21,5/26,4/24,3/13,1/4,6/28,3/14,4/18,4/17,2/12,2/12,1/9
20211226,6/33,0/5,5/20,6/25,5/24,2/16,0/4,3/24,2/14,2/13,2/13,2/13,3/14,0/11
20211223,4/20,0/3,2/7,2/10,3/11,2/10,2/5,5/25,2/9,3/12,4/14,2/12,2/11,2/9
20211221,6/33,0/3,2/14,5/25,5/28,4/20,4/14,5/27,0/8,1/10,1/13,3/17,5/19,4/16
20211219,6/33,0/2,1/10,6/20,4/23,2/16,1/10,3/24,1/10,1/12,3/13,2/12,1/13,1/11
20211216,6/33,0/2,3/16,2/16,3/15,2/14,1/9,5/25,2/8,2/12,3/14,3/11,2/13,0/10
20211214,4/23,2/6,3/10,1/7,1/6,1/5,0/7,4/24,2/10,3/12,3/9,1/8,1/8,0/10
20211212,4/18,2/5,2/7,1/5,1/4,0/3,1/6,5/29,2/12,4/17,3/14,3/11,2/9,1/9
20211209,4/25,1/8,0/13,2/19,3/18,3/12,0/3,4/27,1/12,0/11,1/17,3/15,3/13,3/12
20211207,2/11,0/2,0/3,0/5,1/4,0/1,1/1,6/26,2/12,2/14,3/14,2/14,2/13,2/8
20211205,6/33,1/9,1/11,1/11,5/18,4/19,1/11,4/28,2/15,1/14,2/16,3/17,2/18,1/14
20211202,6/33,1/9,3/15,4/24,5/24,4/19,0/4,6/30,2/13,3/15,5/18,5/16,5/16,2/11
20211130,6/33,1/6,4/18,6/25,5/27,2/19,0/9,5/27,1/9,2/12,5/16,2/17,1/15,1/12
20211128,6/33,4/17,5/22,5/28,5/28,3/21,2/16,4/26,3/16,3/18,2/20,3/21,2/20,1/18
20211125,6/33,2/10,5/21,5/27,5/27,4/18,1/12,5/21,1/6,3/10,4/14,4/16,4/13,2/9
20211123,6/33,2/13,3/21,3/28,4/27,4/20,2/9,5/26,2/12,2/15,2/18,3/21,3/17,3/14
20211121,6/33,3/7,2/18,4/28,4/28,4/19,1/6,5/24,2/9,2/13,2/15,3/17,2/13,2/9
20211118,6/33,1/6,3/20,3/21,2/15,0/2,0/2,4/26,3/13,1/13,1/11,1/10,1/9,1/5
20211116,6/33,2/16,5/21,6/26,3/18,0/7,0/3,5/26,4/16,3/17,4/16,2/12,1/9,1/8
20211114,6/33,3/15,3/19,4/17,3/15,0/1,0/1,5/28,3/17,2/14,4/14,3/12,3/9,2/8
20211111,4/27,2/15,3/18,2/13,2/10,2/7,0/2,5/29,3/17,3/17,2/14,3/13,3/13,3/10
20211109,1/10,0/1,0/3,0/3,0/1,0/2,1/1,5/28,2/16,3/16,2/14,2/14,3/12,2/9
20211107,3/10,1/2,0/2,1/2,1/2,0/2,0/1,6/26,3/13,4/13,4/14,6/17,5/16,2/13
20211104,6/33,0/16,2/20,4/24,6/17,3/7,0/2,3/26,1/15,1/14,1/12,3/13,3/11,3/9
20211102,6/33,0/13,4/22,5/28,6/28,4/15,1/3,3/25,1/14,1/15,2/16,2/13,2/11,1/6
20211031,6/33,2/13,2/19,4/28,3/26,4/20,1/2,4/26,3/13,1/14,1/16,1/16,2/13,2/10
20211028,6/33,1/13,4/21,5/28,6/26,5/20,0/2,5/26,1/9,2/14,3/15,3/16,2/12,1/9
20211026,6/33,1/6,4/15,4/21,4/26,1/14,0/3,4/23,2/10,3/12,2/13,2/15,2/14,2/12
20211024,6/33,0/3,4/13,6/28,5/27,3/19,0/4,4/24,1/9,2/10,4/15,3/17,3/15,2/12
20211021,6/33,1/3,4/19,5/25,5/27,0/14,0/3,4/25,2/12,2/17,3/16,2/14,1/12,1/10
20211019,2/18,0/1,0/5,2/9,0/5,0/2,0/1,4/26,1/8,3/15,1/13,1/13,1/13,1/10
20211017,6/33,3/15,5/22,4/28,5/28,3/18,1/5,5/24,3/11,4/14,3/15,4/16,2/12,1/7
20211014,6/33,0/2,2/12,5/27,4/28,3/20,3/13,6/24,2/8,3/9,4/12,2/14,3/17,4/14
20211012,6/33,1/5,1/12,4/27,5/28,4/21,2/11,5/26,1/8,1/9,1/11,4/14,3/18,3/13
20211010,6/33,3/10,4/20,5/28,5/27,4/21,0/5,4/28,2/11,3/13,2/18,3/19,1/17,1/13
20211007,6/33,3/9,5/23,6/28,5/26,1/8,0/3,4/25,1/12,4/18,2/15,1/10,1/8,1/6
20211005,6/33,3/15,4/21,5/24,3/17,2/7,0/2,5/29,2/18,3/19,4/18,3/16,3/13,3/9
20210930,6/33,2/16,3/21,5/26,3/17,1/7,1/3,6/31,3/21,4/21,2/18,2/16,2/14,3/12
20210928,6/33,0/15,4/23,6/28,6/28,3/11,0/3,6/26,3/17,5/18,5/16,4/13,3/9,1/6
20210926,6/33,1/12,3/22,4/28,5/28,3/15,2/5,5/26,1/12,2/16,2/17,1/13,2/9,2/7
20210923,6/33,3/16,5/20,5/27,3/21,1/6,0/2,6/28,4/17,5/19,4/20,3/17,3/15,2/11
20210921,6/33,2/14,3/21,5/28,5/28,5/18,1/5,4/27,1/13,2/18,3/21,2/19,3/15,2/12
20210919,6/33,2/12,4/22,5/28,4/27,2/13,0/3,4/26,2/15,3/19,3/20,3/15,3/11,2/8
20210916,6/33,4/17,3/21,2/25,3/19,2/9,2/4,5/26,3/15,2/18,1/15,2/13,2/8,2/6
20210914,6/33,3/16,4/21,5/28,5/26,3/14,2/5,6/28,3/18,4/20,4/17,4/14,3/10,3/9
20210912,6/33,2/16,4/21,5/28,5/27,2/11,0/4,5/26,4/17,4/20,4/18,3/15,2/11,1/7
20210909,6/33,1/8,3/20,6/28,6/24,2/13,0/2,5/26,1/11,3/15,4/15,3/14,3/15,1/9
20210907,6/33,2/12,3/21,5/27,4/24,1/9,1/4,2/24,0/15,1/19,2/15,2/12,1/8,1/7
20210905,6/33,3/13,4/22,4/28,4/27,3/13,1/3,4/25,3/14,3/16,2/15,3/13,2/8,2/7
20210902,6/33,3/12,5/21,6/28,6/28,4/21,1/13,3/26,3/14,3/18,3/18,2/16,1/16,1/15
20210831,6/33,0/6,5/22,6/26,6/28,4/19,1/7,5/26,1/10,3/15,4/17,4/16,3/13,1/9
20210829,6/33,1/5,3/19,3/23,2/23,1/7,0/1,4/27,2/9,2/14,2/12,1/14,1/11,1/9
20210826,6/33,1/4,4/22,6/28,5/28,2/17,2/12,4/24,1/7,1/8,1/13,2/13,2/12,2/8
20210824,6/33,4/14,4/23,5/28,4/26,1/13,0/3,5/30,5/19,4/23,3/20,3/20,3/13,1/10
20210822,6/33,1/10,3/22,6/28,6/27,3/15,0/3,4/26,1/14,2/18,4/18,4/15,2/11,2/10
20210819,6/33,2/13,4/24,5/28,5/28,3/18,2/8,5/25,2/11,3/15,4/20,4/18,3/11,3/9
20210817,6/33,2/12,4/22,5/28,5/27,3/20,1/5,5/27,3/13,4/17,3/20,3/19,3/15,1/10
20210815,6/33,3/9,5/23,4/28,5/28,2/22,1/9,6/30,4/13,5/17,4/22,5/22,4/20,2/16
20210812,6/33,2/12,3/17,5/26,4/26,2/15,1/4,4/25,1/9,1/13,3/15,2/17,2/14,3/10
20210810,6/33,3/11,4/21,6/28,5/26,4/21,2/9,5/27,2/12,3/15,4/16,5/19,4/17,3/12
20210808,6/33,3/14,4/21,4/26,3/23,2/12,0/2,5/27,3/15,4/20,3/20,3/18,2/14,1/10
20210805,6/33,3/14,5/19,5/22,5/19,0/3,0/1,4/26,4/15,4/12,4/15,3/15,1/10,1/8
20210803,6/33,2/14,4/19,5/25,4/18,0/4,0/2,5/25,4/14,4/15,3/14,2/10,1/7,0/6
20210801,6/33,3/10,3/17,6/28,6/27,0/11,0/2,6/29,3/11,3/12,4/15,1/16,0/16,1/12
20210729,6/33,5/10,6/20,6/28,5/26,2/20,0/4,6/26,5/10,5/14,5/18,4/17,1/13,0/10
20210727,6/33,3/10,4/21,6/27,4/20,1/7,0/2,3/25,3/8,3/13,2/13,1/12,1/8,0/5
20210725,6/33,1/5,3/22,5/27,3/21,2/14,2/5,4/24,1/9,1/15,3/16,1/14,1/10,2/9
20210722,6/33,4/18,4/24,5/28,3/22,2/15,2/9,4/26,3/16,3/18,3/18,1/15,2/12,2/10
20210720,6/33,3/9,5/24,5/28,4/27,2/16,1/9,4/28,4/16,3/18,2/19,1/19,1/15,1/13
20210718,6/33,2/16,4/22,6/28,4/18,4/11,3/10,6/30,3/17,3/17,4/16,4/13,3/9,2/9
20210715,6/33,3/14,2/22,5/28,4/22,3/10,0/3,6/28,2/17,0/18,4/18,3/11,3/9,3/7
20210713,6/33,3/17,3/22,5/28,4/17,3/8,1/4,6/27,4/19,5/16,2/12,3/10,3/9,3/7
20210711,6/33,2/16,3/22,5/26,5/20,2/6,0/3,6/24,3/15,5/18,5/14,5/12,3/8,2/6
20210708,6/33,2/12,4/22,4/25,4/25,4/16,1/3,3/24,1/12,1/14,1/16,2/14,3/10,2/8
20210706,6/33,1/13,5/23,6/28,6/27,4/14,1/7,5/28,5/19,5/20,5/19,5/16,4/14,1/10
20210704,6/33,3/10,4/23,6/28,6/28,2/18,1/8,6/27,3/17,4/19,3/18,3/16,2/11,2/9
20210701,6/33,2/12,4/23,5/28,5/28,4/22,2/10,6/26,4/14,4/18,4/19,5/20,4/17,4/13
20210629,6/33,4/16,5/21,5/28,5/28,4/20,1/13,5/26,4/15,3/19,4/21,4/18,4/16,1/11
20210627,6/33,2/13,2/23,2/28,3/27,2/14,3/5,6/26,2/11,1/16,1/19,1/15,2/13,3/11
20210624,6/33,2/4,4/21,4/26,5/26,1/13,0/2,5/26,4/12,3/15,3/13,2/15,2/13,1/9
20210622,6/33,2/16,5/23,6/28,6/28,4/18,1/11,6/30,5/18,6/23,6/24,5/20,3/14,2/12
20210620,6/33,2/16,3/22,4/28,5/28,4/18,3/12,4/25,1/12,2/17,2/18,3/15,3/13,3/11
20210617,6/33,2/11,3/23,4/26,5/28,4/18,1/5,5/25,3/13,2/14,4/18,4/16,2/14,2/10
20210615,6/33,1/4,3/22,3/27,4/28,3/20,3/9,5/28,2/13,2/17,1/18,1/20,2/18,3/15
20210613,6/33,1/5,3/20,4/28,4/28,2/20,1/9,4/29,2/11,2/15,2/19,2/23,1/18,1/13
20210610,6/33,3/13,6/23,6/28,4/26,3/19,0/4,5/26,4/16,5/19,5/21,4/18,2/14,0/11
20210608,6/33,4/16,5/22,6/28,2/21,2/12,0/8,5/30,5/23,4/22,1/18,1/17,1/14,1/12
20210606,6/33,3/16,5/21,6/27,6/22,3/14,1/7,6/29,5/17,6/18,6/18,6/17,3/15,2/10
20210603,6/33,3/17,5/21,6/27,4/21,1/11,0/4,4/27,3/19,4/20,4/17,4/15,2/13,1/8
20210601,6/33,2/15,4/21,5/25,6/26,2/8,2/5,6/27,4/20,5/20,6/16,4/13,2/8,2/7
20210530,6/33,3/15,3/20,3/27,3/25,2/5,2/3,6/28,4/15,3/17,2/20,1/17,2/14,3/9
20210527,6/33,3/15,5/22,6/28,6/27,5/22,0/8,3/24,3/12,3/18,3/18,2/15,2/15,0/12
20210525,6/33,3/15,4/21,5/28,2/24,0/7,1/3,5/29,4/17,4/19,3/23,2/18,1/12,2/9
20210523,6/33,1/13,2/20,5/27,4/24,5/20,1/3,3/22,0/10,2/13,2/16,1/12,2/8,2/7
20210520,6/33,3/12,5/20,6/28,5/22,4/21,2/14,4/29,4/15,4/14,4/17,4/18,3/17,2/11
20210518,6/33,2/13,2/17,5/28,6/27,5/22,4/17,6/27,2/14,4/15,5/16,6/18,4/16,4/14
20210516,6/33,1/8,3/13,4/19,5/26,3/22,1/4,4/25,2/10,2/10,2/12,2/14,2/16,2/13
20210513,6/33,3/16,5/21,6/28,4/27,3/21,1/12,4/27,2/14,3/16,3/18,2/17,2/13,2/10
20210511,6/33,3/13,4/22,6/28,4/24,3/22,1/6,3/26,1/11,1/14,1/15,3/18,2/16,1/12
20210509,6/33,4/15,4/22,5/28,5/28,3/21,2/14,5/30,3/13,3/18,3/22,4/22,3/20,3/16
20210506,6/33,3/14,4/22,5/28,4/24,2/8,1/3,4/27,3/17,3/22,3/17,1/11,1/9,1/6
20210504,6/33,1/14,4/23,5/28,5/28,4/17,1/4,4/25,2/17,3/20,3/17,2/12,2/7,2/5
20210502,6/33,2/12,4/22,6/28,4/24,0/8,0/2,3/23,3/11,3/14,2/15,0/11,0/9,0/6
20210429,6/33,2/11,4/20,5/28,5/28,3/21,3/15,6/29,1/9,2/14,3/20,2/17,3/17,3/14
20210427,6/33,2/13,4/22,4/28,4/27,2/13,1/3,4/24,2/13,1/17,2/18,1/15,2/11,2/9
20210425,6/33,2/11,4/22,6/28,5/24,2/7,0/3,5/24,4/13,5/16,4/15,2/12,1/9,1/7
20210422,6/33,2/12,5/21,4/24,4/21,0/9,0/2,4/26,3/14,3/18,3/18,1/15,0/12,0/7
20210420,6/33,3/15,4/21,6/25,5/25,2/10,0/3,4/23,1/10,1/12,3/13,3/9,3/10,1/7
20210418,6/33,1/9,3/19,4/28,4/27,4/21,3/13,5/29,1/11,1/15,3/20,3/20,4/19,3/16
20210415,6/33,3/17,2/18,0/16,2/13,3/12,2/9,3/25,2/14,1/14,1/14,1/12,1/11,1/10
20210413,6/32,2/13,2/18,3/13,4/15,1/8,0/3,4/25,2/15,1/14,0/11,1/12,2/10,1/9
20210411,6/31,4/15,3/10,2/11,3/13,0/3,0/1,5/23,4/12,2/11,3/10,3/10,1/6,0/5
20210408,3/22,0/7,1/6,2/12,1/8,1/6,0/1,4/24,1/10,2/10,2/12,3/12,1/9,1/7
20210406,6/29,4/14,2/15,2/13,1/6,0/4,0/3,6/26,5/16,4/16,1/14,1/11,1/9,1/6
20210404,3/22,0/6,1/8,1/4,1/10,2/12,0/3,3/23,0/10,1/13,3/14,3/12,2/10,1/8
20210401,6/33,3/14,4/20,5/26,5/22,1/14,0/3,5/26,2/14,4/16,5/17,4/15,3/15,1/9
20210330,6/33,3/13,4/22,3/28,4/26,3/20,2/4,5/21,2/12,3/16,2/14,2/11,1/8,2/6
20210328,6/33,4/15,4/20,4/27,3/20,1/4,0/3,5/23,3/12,3/15,1/11,1/7,1/3,0/3
20210325,6/33,2/13,3/21,5/28,5/22,1/4,0/2,6/27,3/14,3/16,5/19,4/16,3/10,3/8
20210323,6/33,3/17,3/22,5/27,6/23,2/7,1/3,5/27,3/17,3/18,4/19,2/15,2/10,2/8
20210321,6/33,3/16,5/22,6/28,6/24,2/12,1/6,6/25,5/18,5/15,5/14,3/12,2/10,1/8
20210318,6/33,0/4,3/22,4/27,5/26,4/18,2/4,6/26,2/12,2/14,4/16,5/16,5/15,3/11
20210316,6/33,4/16,5/22,6/28,6/28,3/21,2/15,4/25,2/13,2/14,3/16,3/18,3/15,1/12
20210314,6/33,3/16,5/21,6/27,4/26,1/12,0/2,6/31,3/17,5/20,4/18,4/19,2/14,1/11
20210311,6/33,4/15,5/23,6/27,6/28,4/19,1/13,5/27,4/14,4/19,4/20,3/18,3/15,0/10
20210309,6/33,6/19,5/24,5/27,3/23,0/17,0/11,5/24,5/19,4/18,2/15,0/12,0/10,0/9
20210307,6/33,1/12,4/22,5/27,5/18,1/6,0/2,6/27,2/16,3/16,5/14,4/11,4/10,1/6
20210304,6/33,1/15,3/22,4/28,5/25,3/6,2/3,4/26,1/15,2/18,2/16,2/13,3/11,3/9
20210302,6/33,2/13,3/21,3/15,1/9,1/5,2/2,6/30,3/18,3/16,1/13,1/12,1/10,2/8
20210228,6/33,6/18,5/23,5/27,1/21,0/12,0/8,4/28,4/19,3/22,1/18,0/12,0/10,0/8
20210225,6/33,3/18,4/23,6/28,6/28,3/14,2/10,5/26,3/17,5/19,5/17,4/14,1/11,0/9
20210223,6/33,2/13,4/23,4/27,4/28,2/6,1/4,5/25,4/18,4/17,3/17,2/11,2/8,1/6
20210221,6/33,1/13,3/23,4/28,4/27,4/20,2/3,4/27,2/13,2/16,2/18,1/14,1/12,2/7
20210207,6/33,5/16,6/22,6/27,5/26,2/18,0/7,4/24,4/14,4/17,4/19,1/14,1/11,0/9
20210204,6/33,3/16,3/21,6/28,6/27,2/12,0/3,4/28,3/17,3/18,4/17,2/13,2/11,0/8
20210202,6/33,1/12,3/22,5/28,4/26,2/9,1/3,4/23,0/10,1/14,3/15,2/12,1/8,1/5
20210131,6/33,3/12,4/24,5/27,6/27,3/16,2/5,5/24,3/15,4/15,4/17,3/13,2/9,2/6
20210128,6/33,3/16,5/24,6/28,5/27,2/14,1/7,5/27,3/16,5/20,4/18,3/16,2/12,1/10
20210126,6/33,2/12,4/24,5/28,5/27,3/19,3/13,5/26,3/16,4/19,4/21,4/19,2/16,2/12
20210124,6/33,3/14,3/22,3/28,2/27,2/19,2/12,5/24,3/15,2/17,2/19,1/14,1/11,2/10
20210121,6/33,3/11,3/21,4/28,3/27,3/18,1/6,4/28,2/11,2/16,1/21,2/19,2/14,1/9
20210119,6/33,4/17,4/23,4/28,4/27,1/18,1/12,5/25,4/14,3/18,3/20,3/16,2/13,2/11
20210117,6/33,3/15,4/23,4/28,4/28,3/18,3/13,5/27,3/18,4/20,3/21,3/20,4/16,4/14
20210114,6/33,2/12,4/23,6/28,6/28,4/16,0/5,6/25,2/11,4/15,5/19,4/16,2/12,1/8
20210112,6/33,2/13,3/22,5/28,6/28,4/21,3/11,6/29,2/12,3/20,4/23,6/23,6/21,4/17
20210110,6/33,4/13,6/21,5/28,4/27,2/19,0/8,5/26,4/10,5/15,4/18,3/18,2/14,1/8
20210107,6/33,2/11,5/22,6/28,4/24,1/8,0/2,5/27,0/10,3/15,3/15,2/13,2/9,1/7
20210105,6/33,0/4,3/18,5/26,5/27,4/20,3/13,4/24,1/9,1/9,1/12,3/15,3/15,2/11
20210103,6/33,2/3,3/15,4/24,4/28,4/20,2/14,6/26,3/8,4/11,4/13,3/16,4/18,4/15
20201231,6/33,1/7,5/22,4/24,5/26,3/18,0/4,4/25,1/13,4/16,3/18,2/15,2/14,1/11
20201229,6/33,1/7,1/14,5/27,5/26,5/18,0/3,4/24,1/10,2/13,3/16,2/16,2/10,2/7
20201227,6/33,4/14,5/23,5/28,4/27,2/20,1/12,3/27,3/17,2/17,2/19,2/18,2/16,1/13
20201224,6/33,1/14,3/21,6/28,6/28,5/21,5/15,5/24,1/10,1/12,3/17,5/18,5/18,4/15
20201222,6/33,3/13,5/21,6/28,6/28,4/22,0/6,5/29,4/14,5/18,5/22,5/20,3/16,1/13
20201220,6/33,3/13,3/20,3/28,2/26,1/13,1/3,5/24,3/13,3/16,1/17,1/16,1/11,1/5
20201217,6/33,2/9,4/21,6/28,6/26,4/22,1/9,6/26,3/12,5/17,6/19,6/18,3/14,2/11
20201215,6/33,2/9,3/21,3/26,4/26,2/10,2/5,4/22,2/11,2/14,2/14,3/13,2/11,2/9
20201213,6/33,3/14,5/23,6/28,5/25,1/8,0/3,5/26,3/16,2/16,3/15,2/14,2/11,2/9
