Date,Red1_Top1_Hit,Red1_Top1_UnHit,Red1_Top2_Hit,Red1_Top2_UnHit,Red1_Top3_Hit,Red1_Top3_UnHit,Red2_Top1_Hit,Red2_Top1_UnHit,Red2_Top2_Hit,Red2_Top2_UnHit,Red2_Top3_Hit,Red2_Top3_UnHit,Red3_Top1_Hit,Red3_Top1_UnHit,Red3_Top2_Hit,Red3_Top2_UnHit,Red3_Top3_Hit,Red3_Top3_UnHit,Red4_Top1_Hit,Red4_Top1_UnHit,Red4_Top2_Hit,Red4_Top2_UnHit,Red4_Top3_Hit,Red4_Top3_UnHit,Red5_Top1_Hit,Red5_Top1_UnHit,Red5_Top2_Hit,Red5_Top2_UnHit,Red5_Top3_Hit,Red5_Top3_UnHit,Red6_Top1_Hit,Red6_Top1_UnHit,Red6_Top2_Hit,Red6_Top2_UnHit,Red6_Top3_Hit,Red6_Top3_UnHit,RedSum_Top1_Hit,RedSum_Top1_UnHit,RedSum_Top2_Hit,RedSum_Top2_UnHit,RedSum_Top3_Hit,RedSum_Top3_UnHit,RedSum16_Top1_Hit,RedSum16_Top1_UnHit,RedSum16_Top2_Hit,RedSum16_Top2_UnHit,RedSum16_Top3_Hit,RedSum16_Top3_UnHit,RedGap16_Top1_Hit,RedGap16_Top1_UnHit,RedGap16_Top2_Hit,RedGap16_Top2_UnHit,RedGap16_Top3_Hit,RedGap16_Top3_UnHit,RedSum25_Top1_Hit,RedSum25_Top1_UnHit,RedSum25_Top2_Hit,RedSum25_Top2_UnHit,RedSum25_Top3_Hit,RedSum25_Top3_UnHit,RedGap25_Top1_Hit,RedGap25_Top1_UnHit,RedGap25_Top2_Hit,RedGap25_Top2_UnHit,RedGap25_Top3_Hit,RedGap25_Top3_UnHit,RedSum34_Top1_Hit,RedSum34_Top1_UnHit,RedSum34_Top2_Hit,RedSum34_Top2_UnHit,RedSum34_Top3_Hit,RedSum34_Top3_UnHit,RedGap12_Top1_Hit,RedGap12_Top1_UnHit,RedGap12_Top2_Hit,RedGap12_Top2_UnHit,RedGap12_Top3_Hit,RedGap12_Top3_UnHit,RedGap23_Top1_Hit,RedGap23_Top1_UnHit,RedGap23_Top2_Hit,RedGap23_Top2_UnHit,RedGap23_Top3_Hit,RedGap23_Top3_UnHit,RedGap34_Top1_Hit,RedGap34_Top1_UnHit,RedGap34_Top2_Hit,RedGap34_Top2_UnHit,RedGap34_Top3_Hit,RedGap34_Top3_UnHit,RedGap45_Top1_Hit,RedGap45_Top1_UnHit,RedGap45_Top2_Hit,RedGap45_Top2_UnHit,RedGap45_Top3_Hit,RedGap45_Top3_UnHit,RedGap56_Top1_Hit,RedGap56_Top1_UnHit,RedGap56_Top2_Hit,RedGap56_Top2_UnHit,RedGap56_Top3_Hit,RedGap56_Top3_UnHit,RedBlue_Top1_Hit,RedBlue_Top1_UnHit,RedBlue_Top2_Hit,RedBlue_Top2_UnHit,RedBlue_Top3_Hit,RedBlue_Top3_UnHit
20210819,1,0,1,0,1,0,2,1,2,1,0,0,1,2,1,2,1,2,1,0,1,0,0,2,0,1,2,1,2,0,2,1,2,1,0,0,1,0,1,2,0,1,1,0,1,0,0,2,1,1,1,1,2,2,0,1,0,1,2,0,2,0,1,1,0,1,1,0,1,1,1,1,1,2,1,2,1,0,1,2,1,2,0,2,1,0,1,0,1,2,1,1,1,1,2,2,0,1,0,0,0,0,1,2,0,0,0,0
20210822,0,1,0,1,2,0,1,1,1,2,1,0,0,1,2,1,2,1,0,1,0,1,1,0,1,1,2,1,0,1,1,1,2,2,2,2,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,2,1,2,1,1,2,1,0,1,1,0,2,1,0,1,0,1,0,1,1,0,2,2,1,1,1,1,0,1,2,1,1,1,2,2,2,2,1,2,2,0,2,0,0,0,0,2,1,0,1,0,2,1,2,0,0,0
20210824,1,1,1,2,1,0,2,1,1,1,2,1,1,1,2,1,2,1,1,2,1,2,1,0,1,2,1,2,0,0,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,1,0,2,1,1,1,1,1,1,2,1,2,0,0,1,1,1,1,1,0,1,1,1,2,1,2,1,2,1,2,1,2,2,1,0,1,0,0,1,0,1,0,1,0,1,0,1,2,1,0,1,2,1,0,0,2,2,1,0,0,0,0
20210826,2,1,1,1,2,0,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,0,0,2,1,1,1,2,1,2,1,2,1,2,1,2,0,2,1,0,0,2,1,2,1,0,0,2,0,2,0,2,0,1,2,1,1,2,1,1,1,1,0,2,1,2,1,2,0,0,0,1,0,1,0,1,2,1,1,1,2,1,2,1,0,1,0,1,0,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,2
20210829,1,1,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,0,1,2,1,2,1,1,1,2,1,2,2,0,0,1,0,0,1,1,2,1,0,1,1,1,1,2,1,2,2,1,2,1,0,0,2,1,1,1,2,1,1,1,2,1,0,1,1,0,1,0,1,2,2,1,2,1,2,1,0,1,0,1,0,0,2,0,1,0,2,0,1,0,1,2,1,1,1,2,1,1,1,1
20210831,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,1,0,1,0,0,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,1,0,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,2,1,0,1,0,1,2,1,1,1,2,1,2,1,2,1,0,1,0,1,1,1,2,1,0,1,0,1,2,1,1,1,0,1,1,1,2
20210902,0,1,2,1,2,1,2,2,2,1,2,1,1,2,0,2,0,2,1,2,1,0,0,0,1,2,1,2,1,2,2,1,1,1,2,1,0,2,0,2,0,0,2,1,2,0,0,0,2,1,1,1,2,1,1,2,1,2,0,2,1,2,1,1,1,2,1,2,0,2,0,0,0,0,0,1,0,1,0,2,0,2,0,2,0,0,0,0,0,0,1,2,1,1,1,2,0,0,1,0,1,2,1,0,1,1,1,1
20210905,1,1,1,2,1,2,1,0,1,0,1,2,0,1,2,0,2,0,1,2,1,2,1,2,1,0,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,0,1,1,2,1,2,1,1,1,1,2,1,0,2,1,1,1,2,1,0,0,0,2,1,2,2,1,2,0,2,0,1,1,2,0,0,1,1,0,1,2,1,1,1,0,1,2,1,0,2,1,2,1,2,1,2,0,2,0,1,1,1,0,1,0,0,1
20210907,1,2,1,1,2,1,0,2,2,1,1,1,1,1,2,2,2,2,1,0,1,2,1,2,0,1,0,1,1,1,2,1,2,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,0,0,0,0,0,0,2,0,1,2,1,2,1,2,2,1,2,1,0,1,0,2,2,1,1,1,2,0,2,0,0,0,1,2,1,2,1,0,0,1,0,1,2,1,2,0,2,2,1,0
20210909,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,1,0,1,2,1,1,1,1,1,2,1,0,2,1,0,1,0,0,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,0,2,0,2,1,0,1,1,0,0,2,0,2,1,2,1,2,1,0,1,2,1,2,1,2,1,0,1,2,1,0,0,0,0,0,0,0,1,2,1,0,1,0,1,0,1,0,1,1
20210912,1,0,1,2,0,2,2,2,1,1,1,1,1,2,1,2,0,0,0,1,2,1,1,0,1,1,1,1,1,2,1,1,2,2,0,1,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,1,0,1,2,1,1,1,1,1,1,2,2,0,1,0,0,2,0,1,2,1,1,1,2,1,0,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,0,1,2,1,2,1,2,0,1,0,1,2,1
20210914,1,0,1,0,1,1,1,0,1,2,1,1,2,1,1,1,0,0,1,1,1,0,1,0,1,2,1,2,1,2,1,1,1,2,1,0,1,1,1,2,1,0,1,0,1,2,1,1,1,2,1,1,1,1,1,0,1,0,1,2,1,1,1,2,1,0,1,1,2,1,0,0,2,1,2,1,1,1,1,0,1,0,1,2,1,1,1,0,1,1,2,0,2,0,0,0,0,1,2,1,2,1,2,1,0,1,0,0
20210916,2,0,2,0,1,1,1,0,1,2,0,2,1,1,1,2,1,0,1,2,1,2,1,2,1,2,1,1,1,2,2,1,2,1,0,0,1,2,1,2,2,2,0,1,0,1,2,1,1,2,1,2,1,1,0,1,0,1,2,0,1,1,1,1,1,2,1,2,1,2,1,0,1,2,1,2,1,2,0,1,0,1,1,1,2,0,2,0,0,0,1,1,1,2,1,0,1,1,1,2,1,2,1,1,1,0,1,0
20210919,0,1,0,1,0,0,1,0,1,0,0,1,1,2,1,2,0,2,1,2,2,1,2,2,0,0,0,0,2,0,1,1,2,1,0,1,1,1,2,1,2,2,2,1,0,0,0,0,0,1,0,1,1,1,1,2,1,2,1,2,0,0,2,0,0,0,1,2,1,1,1,2,0,0,0,0,1,2,0,2,0,0,1,0,1,1,1,2,2,2,2,1,2,0,0,0,2,1,1,1,2,1,1,2,1,2,1,2
20210921,1,1,1,0,1,0,1,0,1,0,1,1,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,0,1,2,1,2,0,0,1,2,1,0,0,0,1,1,1,2,0,0,1,2,1,2,1,2,1,2,1,2,0,0,0,1,1,2,2,0,1,2,1,1,1,2,0,1,0,1,2,1,2,1,2,1,2,1,1,0,2,0,0,1,1,1,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2
20210923,1,2,1,1,2,2,1,0,0,0,0,2,0,2,2,1,1,1,2,2,2,1,2,1,1,2,1,2,1,0,1,2,1,1,0,2,1,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,2,1,1,0,0,0,0,2,1,1,1,1,1,0,2,2,2,1,1,1,1,0,1,0,1,0,1,0,1,2,0,2,1,1,1,1,2,2,1,1,2,1,0,0,2,1,2,1,0,0,1,0,1,2,1,2
20210926,0,2,1,2,1,2,1,0,1,0,1,2,1,2,1,2,1,2,1,2,1,0,1,2,1,2,1,2,1,2,1,0,1,2,0,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,0,1,2,1,1,1,1,1,1,1,2,1,0,0,0,0,2,0,1,0,1,0,1,2,0,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,2,1,0,1,0,1,2,1,1
20210928,1,0,1,2,1,2,0,0,0,0,0,0,1,0,1,2,1,2,0,1,0,0,2,0,0,0,2,0,2,0,0,2,2,1,1,1,1,0,1,0,0,2,1,0,1,2,1,2,1,2,1,1,1,2,1,0,1,0,0,1,1,2,1,1,1,2,1,0,1,2,0,2,2,1,2,1,0,1,0,0,0,1,2,0,1,1,1,1,1,1,2,1,2,0,2,1,2,0,1,1,2,1,2,2,2,2,1,1
20210930,0,1,0,1,2,0,0,0,0,0,2,2,0,1,0,1,2,0,1,1,1,2,1,0,1,1,1,0,1,0,1,2,1,2,1,2,0,0,0,0,0,0,0,1,0,0,2,0,1,2,1,1,1,1,0,2,0,2,2,1,1,2,1,2,1,1,1,0,1,0,1,1,1,1,1,2,1,0,1,1,1,0,1,0,0,0,2,0,2,0,2,0,2,0,0,0,1,1,2,1,2,2,2,1,2,2,2,1
20211005,1,1,0,1,0,1,0,2,0,0,2,2,1,1,2,1,2,2,2,0,2,1,0,0,2,0,2,0,0,0,0,1,0,1,2,1,1,0,0,1,0,1,1,1,0,1,0,1,2,1,2,1,1,1,2,1,0,1,0,0,0,0,0,0,2,0,0,1,0,1,2,1,2,0,1,0,2,1,1,1,1,1,2,1,1,1,1,2,1,0,1,1,1,1,2,2,1,1,1,1,1,2,1,1,1,0,1,2
20211007,2,1,2,1,0,0,2,2,2,0,1,0,0,2,1,2,0,0,1,1,1,0,1,0,1,0,0,0,0,1,1,2,1,2,1,2,0,1,0,0,1,0,1,1,1,1,2,2,1,2,1,2,1,2,2,1,2,1,0,1,2,0,0,0,0,0,1,2,1,0,1,0,0,2,0,2,1,0,1,2,1,2,1,2,2,1,2,1,0,1,1,1,1,1,1,2,2,1,2,1,2,0,0,0,0,0,0,0
20211010,1,1,1,2,1,0,0,1,0,1,0,0,0,1,2,1,2,0,2,1,2,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,2,1,2,1,0,0,1,2,1,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,2,2,2,0,1,0,0,0,0,1,2,1,1,1,2,0,1,2,1,2,1,1,1,1,2,1,0,2,1,2,0,2,0,1,1,2,1,0,0,1,1,2,2,2,2
20211012,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,0,1,0,2,0,2,0,0,1,1,0,0,0,0,1,1,2,1,0,1,2,2,1,1,1,1,1,2,1,2,1,2,1,2,0,2,0,0,1,1,1,1,1,2,1,1,2,1,0,1,0,1,2,0,2,0,1,1,2,1,0,1,1,2,1,1,1,2,1,1,1,2,1,0,1,1,1,2,2,2,1,1,1,2,1,2
20211014,1,2,1,2,1,0,1,2,1,2,1,0,2,1,2,1,2,1,1,1,2,1,0,1,1,2,1,1,2,1,2,1,1,1,2,0,1,1,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,0,1,1,1,2,1,2,2,1,1,0,2,0,2,0,2,0,0,0,1,2,1,1,1,2,1,2,1,1,1,2
20211017,1,2,1,1,1,2,0,1,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,2,1,1,0,1,0,1,1,2,1,2,0,0,1,2,1,2,1,2,0,1,0,1,2,0,1,0,1,2,0,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,0,2,1,0,0,2,0,0,0,0,0,1,1,1,1,1,0,0,0,1,2,1,2,1,2,0,1,1,2
20211019,0,1,2,1,2,0,1,1,1,1,2,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,1,1,0,1,2,1,1,1,2,1,2,1,2,1,2,1,2,0,2,1,1,1,1,2,2,1,1,1,2,1,0,1,1,1,2,1,0,1,2,1,1,1,2,1,0,1,0,1,1,0,1,2,0,2,0
20211021,1,2,1,0,1,0,1,1,1,1,1,2,1,0,1,2,1,2,0,0,2,0,2,1,1,0,1,2,1,2,1,2,1,2,1,0,1,2,1,2,1,2,1,0,1,0,0,2,1,2,1,2,1,0,1,0,1,0,0,2,1,2,1,2,1,1,1,0,1,2,1,1,0,0,2,0,2,0,2,0,2,0,0,1,1,1,2,1,0,1,1,0,1,1,1,1,0,2,0,2,1,0,1,1,1,0,1,0
20211024,2,1,2,1,2,1,1,1,1,1,1,2,0,1,2,1,1,1,1,1,2,1,0,1,0,0,0,0,2,0,2,2,1,1,1,1,0,1,2,1,1,0,0,2,2,1,1,1,2,2,1,1,1,1,0,0,0,1,2,0,2,2,1,2,1,1,0,1,2,1,1,1,0,1,0,0,1,0,1,1,1,2,1,2,1,1,2,1,0,1,2,2,1,2,1,0,0,0,1,0,1,2,1,2,1,2,1,2
20211026,2,1,0,1,0,1,0,0,2,0,2,0,2,1,0,1,0,0,1,2,1,2,1,0,1,1,1,0,1,0,1,2,1,2,1,2,1,1,1,0,0,0,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,0,1,0,2,2,2,2,1,1,1,1,1,2,1,0,2,1,1,1,2,1,2,1,2,1,2,0,1,1,1,2,1,2,1,2,2,2,1,1,1,0,1,0,1,2,1,2,1,1,1,2
20211028,1,1,1,2,1,0,1,1,1,1,1,0,1,1,2,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,0,1,2,1,2,1,1,1,1,2,1,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,0,0,2,2,2,2,2,1,1,2,1,2,1,2,1,1,1,2,1,2,1,2,1,0,0,0,2,1,2,1,2,1,1,0,1,0,1,2,1,0,1,0,1,2,1,2,1,2,1,2
20211031,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,2,1,1,1,2,0,1,2,0,2,0,1,0,1,0,1,2,1,1,1,1,2,1,0,1,2,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,1,0,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1,2,1,1
20211102,1,2,1,1,1,2,0,2,0,1,1,2,1,2,1,2,1,2,1,0,1,2,1,2,1,1,2,1,0,1,0,1,0,1,1,1,1,2,1,2,1,0,1,2,1,0,0,0,1,2,1,1,1,2,1,2,1,2,1,2,1,0,1,0,1,0,1,0,1,2,1,2,2,2,1,1,1,1,1,0,1,2,1,1,1,1,1,1,2,2,1,1,1,2,1,0,1,1,2,2,2,2,0,2,2,1,1,1
20211104,1,0,1,2,1,1,1,0,1,1,1,1,1,0,1,2,1,2,1,0,1,2,1,1,1,1,1,2,1,2,2,1,0,0,0,0,1,0,1,2,1,2,1,0,1,2,1,2,1,0,1,2,1,1,1,0,1,2,1,2,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,2,1,1,0,1,0,1,1,1,2,1,2,1,0,0,2,0,2,0,0,0,1,2,1,2,1,2,1,0,1,0,1,2
20211107,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,2,1,0,1,2,1,1,1,0,0,2,0,0,0,1,1,2,1,2,1,0,1,2,1,2,0,0,0,0,0,2,0,0,1,0,1,2,0,0,1,0,1,2,0,1,0,0,0,0,0,0,1,0,1,2,1,1,0,1,0,1,1,1,1,1,2,1,0,2,1,2,1,0,0,1,1,1,2,1,2,1,2,1,2,1,2,0,1,0,1,2,1
20211109,1,1,0,1,0,1,1,1,1,2,1,0,0,2,0,0,0,0,1,0,1,0,1,2,1,1,2,1,2,1,1,2,0,2,0,0,0,2,0,0,0,0,1,1,0,0,1,0,1,1,2,2,2,2,1,1,0,1,0,0,1,1,1,2,1,0,1,2,1,0,1,0,0,0,0,0,1,2,2,1,1,1,2,1,0,2,0,0,0,0,1,1,1,1,1,2,1,2,1,2,1,1,1,2,1,0,1,2
20211111,1,1,2,1,0,1,2,0,2,0,0,0,1,0,1,2,1,2,1,0,1,0,1,2,1,1,1,2,1,0,1,2,1,1,1,1,1,2,1,2,1,2,2,1,1,0,2,1,2,1,2,1,2,2,1,1,1,2,1,0,2,1,1,1,0,1,1,2,1,1,1,2,0,1,0,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,1,2,1,1,1,2,1,0,1,0,1,2,1,2,1,0,1,2
20211114,1,1,1,1,2,2,1,0,2,0,0,1,0,2,2,2,1,1,0,1,0,1,2,0,2,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,2,1,1,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,1,2,1,0,1,2,1,2,1,1,1,1,2,1,0,2,1,2,1,2,1,1,2,1,2,1,2,0,1,2,0,2,0,0,1,0,1,2,0,2,2,2,2,2,1
20211116,2,0,2,0,0,0,1,1,1,1,1,2,1,0,1,0,0,0,2,1,2,1,0,1,1,2,1,2,1,2,1,0,1,2,1,2,1,1,2,2,0,1,2,1,2,0,2,0,1,2,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,1,0,1,0,1,2,1,1,1,0,0,1,1,1,2,1,0,1,2,1,2,0,2,1,1,1,2,1,0,0,0,0,1,0,0,1,2,1,2,1,2
20211118,1,1,1,2,1,0,0,2,0,1,1,2,1,0,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,0,2,2,2,2,1,1,1,2,1,2,1,0,1,1,1,2,1,0,2,2,1,1,1,1,1,2,1,2,1,0,2,1,1,1,2,1,1,1,1,0,1,0,2,1,2,1,0,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,2,0,2,1,1,1,1,2,1,0,2,2,2,2,2,1
20211121,2,0,2,0,0,0,1,2,1,1,1,1,0,1,0,1,2,1,2,1,2,1,2,1,1,1,2,2,2,2,1,0,1,0,1,2,2,1,2,1,0,0,2,0,2,1,0,1,1,2,1,2,1,2,2,1,2,1,0,0,1,2,1,2,0,0,2,1,2,1,0,0,1,1,1,2,1,0,0,0,1,2,1,2,2,1,2,1,2,1,1,2,1,2,0,2,2,1,2,0,0,0,1,2,2,2,1,2
20211123,1,1,2,1,0,1,0,0,0,2,1,1,1,1,2,1,0,1,1,1,2,1,0,1,2,1,1,1,2,1,0,1,0,0,0,0,2,1,0,1,0,0,1,1,0,0,0,1,0,1,0,1,2,0,1,1,1,2,1,0,0,1,2,0,0,0,1,1,2,1,0,1,1,2,1,1,1,2,1,0,1,2,1,1,1,2,1,1,1,2,2,1,2,0,2,0,1,1,1,2,1,2,2,0,0,1,0,1
20211125,1,1,2,1,0,0,0,1,0,1,1,0,1,2,1,2,1,2,2,1,2,1,0,1,1,2,1,2,1,2,1,1,0,1,0,1,1,1,2,1,0,1,1,1,2,1,0,1,1,1,0,1,0,1,2,1,1,1,0,0,1,1,1,2,1,0,1,2,1,2,2,2,1,0,1,2,1,1,0,1,0,1,2,1,0,2,0,2,0,2,1,1,1,2,1,0,1,2,1,1,1,2,1,1,1,2,2,2
20211128,1,1,1,2,1,0,1,1,1,2,1,2,1,0,1,2,1,2,1,1,1,2,1,0,1,0,1,2,1,1,1,1,1,2,1,0,1,2,1,0,1,0,1,1,1,2,1,0,1,1,2,1,0,0,1,1,1,2,1,0,1,1,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,0,1,2,1,2,0,0,1,1,1,2,1,0,0,2,0,2,0,1,2,1,2,1,2
20211130,2,1,1,1,2,1,2,0,2,0,0,0,0,1,2,1,1,1,0,2,1,1,1,2,0,1,0,1,1,1,1,2,1,1,1,2,2,1,1,1,0,0,1,2,1,1,1,2,1,2,1,2,0,0,2,1,2,1,2,1,2,1,2,1,0,0,2,1,1,1,2,1,2,1,0,1,0,0,2,1,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,0,1,1,2,1,2,1,2,1,1,1,2
20211202,1,2,1,2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,0,1,2,1,2,0,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,2,1,0,1,2,1,1,0,1,2,0,0,0,1,1,1,2,1,0,1,1,0,1,1,2,1,1,2,1,2,1,1,1,1,2,1,0,1,1,1,2,1,2,1,2,1,2,0,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1
20211205,1,2,1,1,1,2,2,0,2,0,0,0,1,2,1,2,1,2,1,1,2,2,2,2,1,2,1,2,1,2,1,0,1,0,0,2,1,2,1,2,1,2,0,0,0,1,1,1,1,1,1,2,1,0,2,0,2,0,0,0,0,2,1,2,1,0,1,2,1,2,1,0,1,2,1,1,1,2,2,0,2,1,0,1,0,1,2,1,2,0,1,0,1,2,1,1,1,1,1,1,1,2,0,0,0,0,1,2
20211207,0,1,2,1,2,1,1,0,2,1,0,1,2,1,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,0,1,2,1,1,2,1,1,1,2,1,1,0,0,0,0,0,2,1,1,1,2,1,1,0,2,1,0,1,2,1,1,1,1,1,2,1,2,1,0,0,2,1,2,1,2,0,1,1,1,2,2,2,1,2,1,2,1,0,0,1,0,0,1,0,1,1,2,1,1,1,0,0,0,0,2,0
20211209,0,2,1,0,1,0,1,1,0,2,1,0,1,2,1,0,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,1,2,1,2,2,1,1,1,2,1,0,1,2,1,2,2,2,1,2,1,2,1,0,1,2,1,2,1,2,1,1,0,1,0,0,1,2,1,2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,1,1,0,1,0,0,2,1,2,1,2,1,1,0,2,1,0,1
20211212,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,0,0,0,0,0,1,2,1,0,0,0,1,2,0,1,0,2,1,2,1,2,1,2,1,2,1,1,1,2,0,1,2,1,2,0,1,1,2,1,2,1,1,0,1,2,1,2,0,0,0,0,1,2,0,0,0,2,0,0,1,1,1,2,1,0,2,0,2,0,0,0,1,1,1,2,1,0
20211214,1,2,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,2,0,0,2,0,0,0,0,1,0,1,2,0,1,2,1,1,1,2,0,1,0,1,2,0,2,2,2,1,2,0,0,1,2,1,2,0,1,1,1,2,0,0,1,1,1,2,1,0,1,0,1,0,1,2,1,0,1,2,1,1,0,1,0,0,2,0,2,1,2,1,2,1,1,1,1,2,1,0,2,0,2,1,2,1
20211216,0,1,2,1,2,1,1,2,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,1,1,1,2,1,0,1,1,2,1,0,1,2,0,1,1,1,2,0,1,1,1,0,1,0,1,2,1,2,1,2,1,2,1,2,0,0,1,1,1,1,1,1,1,2,1,1,2,1,2,0,2,0,1,1,1,0,1,0,0,2,2,1,0,1,0,0,1,1,2,1,2,1,1,2,0,1,1,2,1,1,2,1,2,2
